# sample	original read count	reads mapping to OTU with taxonomy	reads mapping to unclassifed OTU
ERR1746655	71846	65610	5479
ERR1746652	423753	316000	32065
ERR1746653	203507	132601	16993
ERR1746650	329053	265064	28488
ERR1746651	137585	104837	11969
ERR1746658	148003	128760	14464
ERR1746659	387503	326721	42170
ERR1746882	1470157	1216838	147252
ERR1746799	187497	151098	18584
ERR1746798	138471	100846	11428
ERR1746793	588700	508469	58526
ERR1746792	602153	504358	57018
ERR1746937	371640	253398	26187
ERR1746936	703	147	495
ERR1746935	276620	176795	29156
ERR1746934	183122	158286	17169
ERR1746933	359	37	280
ERR1746932	287307	217486	32964
ERR1746838	359572	254333	29071
ERR1746839	718981	637115	59664
ERR1746836	72281	48173	7421
ERR1746837	388058	301115	34998
ERR1746834	285574	236374	27225
ERR1746835	74512	48378	6413
ERR1746832	307896	266512	30076
ERR1746833	476518	396843	38676
ERR1746939	86	50	20
ERR1746938	77	7	57
ERR1746577	583182	501298	49615
ERR1746576	310472	259560	31522
ERR1746575	205477	171858	21015
ERR1746574	257626	218207	21232
ERR1746573	1151854	934734	126703
ERR1746572	499308	407631	48375
ERR1746571	29880	26350	2808
ERR1746570	205222	177820	16487
ERR1746476	123352	99172	13016
ERR1746477	597556	363441	45848
ERR1746474	615623	539439	45426
ERR1746475	1195312	1024812	93461
ERR1746472	163725	133759	16049
ERR1746473	270059	224173	26564
ERR1746579	938426	794751	82665
ERR1746578	419375	360255	40554
ERR1746771	162378	145167	14437
ERR1746770	247508	140323	15225
ERR1746773	90295	64873	6302
ERR1746772	460297	394793	39032
ERR1746775	157879	136236	16964
ERR1746774	168474	137471	13968
ERR1746777	488862	417044	53385
ERR1746776	252795	223217	20941
ERR1746779	341303	296053	28847
ERR1746778	372844	314865	21389
ERR1746942	290932	245635	27400
ERR1746943	517299	457961	50001
ERR1746940	256156	219359	19477
ERR1746941	5798	537	5068
ERR1746946	342736	273838	31922
ERR1746947	281542	216168	23643
ERR1746944	2718	5	2688
ERR1746945	186964	140972	17573
ERR1746948	169138	142889	19801
ERR1746949	54	31	14
ERR1746379	1112554	937606	117592
ERR1746378	57306	47082	5128
ERR1746375	313182	266884	30699
ERR1746374	332036	275324	29713
ERR1746377	338057	289168	29088
ERR1746376	152904	126489	14561
ERR1746371	115817	99316	13530
ERR1746370	135521	112774	16666
ERR1746373	1302664	1100250	128629
ERR1746372	92208	74912	8793
ERR1746692	241053	200643	20201
ERR1746693	503601	426099	42623
ERR1746690	392406	325532	42915
ERR1746691	334349	287740	33053
ERR1746696	369303	269265	38800
ERR1746697	323243	225880	21849
ERR1746694	418592	353517	35491
ERR1746950	309	127	147
ERR1746698	216796	188245	20092
ERR1746699	171007	147436	15385
ERR1746502	563715	468288	48897
ERR1746503	414018	333172	41539
ERR1746500	648744	512727	51921
ERR1746501	320801	235033	27590
ERR1746506	574011	487408	64599
ERR1746507	440156	292496	27868
ERR1746504	206586	138496	17796
ERR1746505	87101	61073	7284
ERR1746508	453427	377156	41079
ERR1746509	199002	146031	22754
ERR1746959	6061	5085	895
ERR1746620	218766	164855	18720
ERR1746891	389333	275050	30468
ERR1746609	448561	385744	41462
ERR1746608	293860	246077	21745
ERR1746601	203560	166859	17397
ERR1746600	56305	47042	4979
ERR1746603	775281	622194	75120
ERR1746602	193487	156925	17413
ERR1746605	1088527	859129	108330
ERR1746604	605152	483755	66545
ERR1746607	405688	350264	36853
ERR1746606	60680	44544	6059
ERR1746599	369848	327087	33697
ERR1746598	230476	174351	31438
ERR1746591	597625	470007	51699
ERR1746590	281063	226954	28855
ERR1746593	145150	93061	14629
ERR1746592	713472	558362	62237
ERR1746595	99163	85341	9119
ERR1746594	310187	226892	22819
ERR1746597	373776	316298	27088
ERR1746596	60468	52339	5946
ERR1746849	355041	318829	23347
ERR1746739	1410433	1201713	133784
ERR1746738	1086386	866491	109645
ERR1746735	107733	85026	10446
ERR1746734	494895	449896	40471
ERR1746737	335279	305287	28553
ERR1746736	199286	183190	14032
ERR1746731	118124	104050	8797
ERR1746730	255845	181092	27406
ERR1746733	489416	431020	43091
ERR1746732	815153	644484	72141
ERR1746569	710068	617792	59510
ERR1746908	215691	186334	19067
ERR1746909	242	23	200
ERR1746906	492404	433296	37933
ERR1746907	417831	318862	41881
ERR1746904	164	63	82
ERR1746905	135185	100423	12091
ERR1746902	896959	769127	78891
ERR1746903	89	51	25
ERR1746900	752	38	627
ERR1746901	1478	68	1321
ERR1746861	895848	732868	90740
ERR1746860	266803	222129	24314
ERR1746863	307765	256667	30564
ERR1746862	283666	240540	27270
ERR1746865	347638	298523	29814
ERR1746864	185151	159875	16667
ERR1746867	620253	534192	57236
ERR1746866	265415	219725	27925
ERR1746869	669199	563445	58524
ERR1746868	334099	277644	29512
ERR1746830	861240	669906	80924
ERR1746831	293349	241186	28670
ERR1747017	343365	272028	29704
ERR1747016	415	81	279
ERR1747015	4936	85	4733
ERR1747014	163	107	35
ERR1747013	463328	414360	47552
ERR1747012	5107	4459	475
ERR1747011	252	40	191
ERR1747010	226	129	46
ERR1746546	435980	366790	53220
ERR1746547	490640	411367	44221
ERR1746544	289465	239749	19923
ERR1746545	236796	197065	23404
ERR1746542	252635	151923	27991
ERR1746543	113484	89990	11058
ERR1747019	355	78	233
ERR1747018	274847	229203	22676
ERR1746788	259615	218803	26970
ERR1746392	700158	591542	61081
ERR1746423	1152705	951677	107469
ERR1746422	128184	93970	10568
ERR1746425	780504	635717	66964
ERR1746424	237028	198186	21515
ERR1746427	171419	150995	18482
ERR1746426	539074	421525	84220
ERR1746780	185221	135669	15240
ERR1746781	234401	190259	19654
ERR1746782	1087978	908119	97149
ERR1746783	340404	286261	31530
ERR1746784	419626	353414	38606
ERR1746785	526247	435995	48998
ERR1746786	319593	268120	21752
ERR1746787	320461	266573	29829
ERR1746995	105	28	58
ERR1746994	838090	705341	66724
ERR1746997	197732	175647	13561
ERR1746996	213	83	97
ERR1746991	393	66	277
ERR1746990	136	84	22
ERR1746993	284697	210840	23910
ERR1746992	193	55	79
ERR1746999	176	61	73
ERR1746998	258105	173537	18727
ERR1746645	518796	438672	40712
ERR1746644	298770	255466	30396
ERR1746647	533136	473327	52309
ERR1746646	362183	323113	35886
ERR1746641	627275	547330	39450
ERR1746640	378758	331908	26215
ERR1746643	260899	196281	27694
ERR1746642	659425	567498	66902
ERR1746649	106723	66988	11237
ERR1746648	90525	45910	5885
ERR1746498	593818	485896	48844
ERR1746548	846308	750057	69615
ERR1746494	374994	307308	36513
ERR1746495	269898	223898	22436
ERR1746496	105029	86384	10061
ERR1746549	660891	586642	59157
ERR1746490	252769	215552	16724
ERR1746491	958205	815228	67367
ERR1746492	430760	383702	28689
ERR1746493	529279	445007	48457
ERR1746540	294918	274133	18912
ERR1746541	224173	202456	17832
ERR1746393	308824	258960	31615
ERR1746789	532176	413746	40450
ERR1746391	90585	65494	7542
ERR1746390	177560	131388	20700
ERR1746397	446803	378566	37477
ERR1746396	160238	135924	13074
ERR1746395	290694	245173	26403
ERR1746394	216220	180922	21596
ERR1746429	295929	222749	48908
ERR1746829	226661	167204	19326
ERR1746828	334318	280469	32356
ERR1746428	794210	671656	75990
ERR1746825	166693	141872	20242
ERR1746824	211791	179954	20139
ERR1746827	169448	112773	12866
ERR1746826	434391	356797	50970
ERR1746821	356729	295352	39699
ERR1746820	262096	227801	24560
ERR1746823	636407	541277	51597
ERR1746822	373099	319670	31186
ERR1746398	189440	162498	16180
ERR1746478	211661	168189	24054
ERR1746479	194435	157878	19147
ERR1746469	783113	618064	82910
ERR1746468	1036272	832866	104011
ERR1746465	248260	196728	25733
ERR1746464	956230	728947	87177
ERR1746467	536432	429588	42100
ERR1746466	111257	79152	8824
ERR1746461	542769	400027	50496
ERR1746460	271886	223072	22277
ERR1746463	73073	48374	5898
ERR1746462	263389	183263	37150
ERR1746744	812486	741919	66403
ERR1746745	110838	94251	10669
ERR1746746	211842	174658	24386
ERR1746747	299920	236227	30955
ERR1746740	269706	223217	25786
ERR1746741	342357	278702	29732
ERR1746742	464967	395251	39929
ERR1746743	600192	491246	62006
ERR1746471	253638	211599	26927
ERR1746748	301210	264223	21735
ERR1746749	841458	687120	66491
ERR1746898	533	85	384
ERR1746899	176966	138897	17207
ERR1746953	303129	216228	28616
ERR1746952	65	11	32
ERR1746955	947363	790652	80461
ERR1746954	5119	124	4871
ERR1746957	455440	314572	42030
ERR1746956	4666	79	4440
ERR1746890	245227	200279	18426
ERR1746958	321489	253805	25680
ERR1746892	751086	614576	55427
ERR1746893	58552	43734	8912
ERR1746894	232	87	123
ERR1746895	102887	71169	12202
ERR1746896	525263	446308	53264
ERR1746897	572	45	472
ERR1746340	156106	121878	14113
ERR1746341	377568	300326	38843
ERR1746342	585321	523579	49679
ERR1746343	315972	264424	27918
ERR1746344	384075	329020	33322
ERR1746345	202386	170566	18533
ERR1746346	349753	297069	26206
ERR1746347	503513	388494	78752
ERR1746348	631681	566045	58501
ERR1746349	400092	358681	31423
ERR1746681	472731	326940	38446
ERR1746680	504036	453638	43617
ERR1746683	303536	234010	37619
ERR1746682	378803	333141	31169
ERR1746685	990979	791585	112110
ERR1746684	306497	251086	31339
ERR1746687	119636	102941	14320
ERR1746686	200697	145154	20022
ERR1746689	692391	605193	59492
ERR1746688	525546	441112	54652
ERR1747020	737744	626346	68631
ERR1747021	737	257	286
ERR1746511	587904	493560	71272
ERR1746510	238213	206145	29463
ERR1746513	426906	385755	34949
ERR1746512	210319	181964	19066
ERR1746515	516267	457696	45393
ERR1746514	206410	170555	19230
ERR1746517	361012	308814	37772
ERR1746516	692106	597089	63562
ERR1746519	781014	685785	77130
ERR1746518	242043	203931	26225
ERR1746441	291174	255585	26175
ERR1746440	67673	58897	5854
ERR1746339	314672	259140	32329
ERR1746638	298023	265323	20691
ERR1746639	290182	250322	18087
ERR1746634	517884	210109	66071
ERR1746635	313110	265965	27964
ERR1746636	747571	663876	57981
ERR1746637	255182	217783	17669
ERR1746630	501567	394972	50737
ERR1746631	219904	187214	19702
ERR1746632	82663	65409	9042
ERR1746633	733658	612892	70203
ERR1746951	2903	91	2710
ERR1746883	277885	222883	25131
ERR1746399	266899	162275	20183
ERR1746931	3851	246	3503
ERR1746700	558360	497046	46751
ERR1746701	627754	561902	52328
ERR1746702	708511	601021	60069
ERR1746703	478722	412092	41932
ERR1746704	196625	132860	11469
ERR1746705	653046	519179	46866
ERR1746930	145	75	38
ERR1746707	281131	226630	24467
ERR1746708	240411	169239	14309
ERR1746709	348520	312472	22987
ERR1746919	594838	490492	56363
ERR1746918	3107	2500	301
ERR1746915	293332	224072	23760
ERR1746914	368002	299035	39320
ERR1746917	154	55	82
ERR1746916	448	67	328
ERR1746911	237	106	88
ERR1746910	2048	128	1800
ERR1746913	293370	238287	28580
ERR1746912	3587	89	3409
ERR1746854	531166	439846	45409
ERR1746855	2151917	1773351	203844
ERR1746856	230150	209592	15513
ERR1746857	275902	221682	25679
ERR1746850	105245	91087	10704
ERR1746851	163875	144700	13048
ERR1746852	121262	105031	9515
ERR1746853	439732	370611	40202
ERR1746858	112888	91858	12763
ERR1746859	194864	171231	16426
ERR1746848	218816	191112	18629
ERR1746559	948867	818414	85826
ERR1746558	577957	481307	51613
ERR1746555	260778	223412	23077
ERR1746554	179473	152071	21588
ERR1746557	521923	441189	46017
ERR1746556	635256	533284	58416
ERR1746551	270229	245077	22014
ERR1746550	344600	296311	33258
ERR1746553	352085	320590	24396
ERR1746552	342475	301992	35578
ERR1746414	342589	285846	22504
ERR1746415	397702	347336	26728
ERR1746416	99814	86643	8482
ERR1746417	108423	84615	10061
ERR1746410	417095	352627	38072
ERR1746411	136045	108355	9919
ERR1746412	322228	272140	23532
ERR1746413	365952	309774	28719
ERR1746797	97610	74937	6680
ERR1746796	129819	116638	10453
ERR1746795	261591	221009	21548
ERR1746794	342703	251261	32241
ERR1746418	225472	192916	20089
ERR1746419	248202	202349	21832
ERR1746791	285131	238741	28850
ERR1746790	798858	663577	64714
ERR1746695	694151	596566	65918
ERR1746678	283983	241951	26288
ERR1746679	378950	336591	33320
ERR1746670	162150	108296	14982
ERR1746671	292243	261401	25157
ERR1746672	113898	91833	9664
ERR1746673	311054	254692	27407
ERR1746674	204136	159448	20353
ERR1746675	246993	186883	23671
ERR1746676	271692	212042	29230
ERR1746677	327816	285997	32580
ERR1746499	185540	133961	16695
ERR1746483	79694	69648	7282
ERR1746482	1177741	648748	86802
ERR1746481	822023	512621	83324
ERR1746480	531097	470626	40968
ERR1746487	217527	166174	18995
ERR1746486	650934	553397	55834
ERR1746485	591162	463944	58300
ERR1746484	597576	467034	66952
ERR1746489	344462	293750	23459
ERR1746488	96116	64882	6959
ERR1746497	545418	433178	56778
ERR1746539	191301	165053	22730
ERR1746538	114331	98158	11587
ERR1746533	217272	176371	28986
ERR1746532	290170	247094	27073
ERR1746843	319073	279154	30405
ERR1746810	194415	150134	16699
ERR1746811	349237	307217	29097
ERR1746812	686087	428493	44060
ERR1746813	355157	289939	28435
ERR1746814	484723	429968	43390
ERR1746815	560252	493480	54282
ERR1746816	303450	265692	27951
ERR1746817	232260	207071	19686
ERR1746818	158245	138016	14800
ERR1746819	653674	580425	58825
ERR1746388	213080	171796	21295
ERR1746389	118711	87002	10454
ERR1746421	499299	450698	38209
ERR1746451	487458	422656	54688
ERR1746759	357560	302045	34135
ERR1746453	388288	330504	44339
ERR1746454	518537	441007	52689
ERR1746455	102467	76024	16796
ERR1746456	543601	459744	63579
ERR1746457	99939	69126	10541
ERR1746753	313953	258426	26485
ERR1746752	463820	388375	41504
ERR1746751	705224	586072	53068
ERR1746750	656259	536926	46848
ERR1746757	239516	179871	23272
ERR1746756	337522	263075	32808
ERR1746755	346383	288628	34854
ERR1746754	305822	252529	29286
ERR1746563	205128	183319	15327
ERR1746386	464815	401363	41857
ERR1746420	284234	213924	24664
ERR1746964	4619	79	4424
ERR1746965	423	30	355
ERR1746966	183128	150565	16419
ERR1746387	144220	118055	15454
ERR1746960	804	500	227
ERR1746961	454738	396020	36046
ERR1746962	207	114	65
ERR1746963	167	97	44
ERR1746887	188760	167923	14960
ERR1746886	745977	572137	71166
ERR1746885	478372	399209	45534
ERR1746884	110346	93135	10771
ERR1746968	2544	1937	443
ERR1746969	389	147	201
ERR1746881	128030	103951	14454
ERR1746880	105112	86344	9723
ERR1746357	198866	164329	19593
ERR1746356	178519	147674	17974
ERR1746355	1841205	1542059	221884
ERR1746354	512022	445487	43325
ERR1746353	239858	212222	19426
ERR1746352	215701	172028	19621
ERR1746351	212997	153811	26552
ERR1746350	412926	356680	44070
ERR1746359	57986	45864	8878
ERR1746358	480102	401588	42532
ERR1746524	273031	241779	25328
ERR1746525	15752	13625	1462
ERR1746526	293734	260148	26899
ERR1746527	325049	269881	23943
ERR1746520	797264	697225	74053
ERR1746521	626285	551363	56197
ERR1746522	723621	638212	62637
ERR1746523	154595	135330	12536
ERR1746528	619215	564776	42572
ERR1746529	519035	474898	35226
ERR1746761	266122	214813	27851
ERR1746562	668311	584856	53103
ERR1746470	382269	306538	42077
ERR1746450	243643	49064	5770
ERR1746452	407458	359133	40309
ERR1746623	995543	860838	91680
ERR1746622	134424	105457	15873
ERR1746621	277997	197854	32403
ERR1746758	494634	410205	39436
ERR1746627	316028	273291	29284
ERR1746626	422613	372966	30796
ERR1746625	369786	329761	27885
ERR1746624	177245	153794	15754
ERR1746629	161119	120542	17761
ERR1746628	158137	118336	18773
ERR1746458	292074	258734	28085
ERR1746459	398851	324288	38096
ERR1746717	327643	288023	33034
ERR1746716	539066	481205	53366
ERR1746715	144530	123805	11156
ERR1746714	390155	334273	33782
ERR1746713	364896	316402	30961
ERR1746712	252010	212536	22648
ERR1746711	243620	169836	20712
ERR1746710	449723	383440	40858
ERR1746719	138635	88898	13173
ERR1746718	125359	87850	11257
ERR1746920	482	130	274
ERR1746921	4668	59	4531
ERR1746922	748	91	613
ERR1746923	324	199	91
ERR1746924	5632	110	5375
ERR1746925	4478	3583	579
ERR1746926	580877	426427	59189
ERR1746927	939183	779820	89833
ERR1746928	66923	56726	4781
ERR1746842	167652	145639	14012
ERR1746841	225136	203590	18902
ERR1746840	2167209	1843032	166544
ERR1746847	521142	467897	41235
ERR1746846	183933	163229	14473
ERR1746845	609495	532780	47904
ERR1746844	278262	251364	18379
ERR1746706	149703	127023	13317
ERR1746449	415153	359120	44362
ERR1746560	277398	235834	28093
ERR1746561	524657	460354	41596
ERR1746409	525592	468671	44643
ERR1746408	354107	302244	34856
ERR1746564	434017	385602	30567
ERR1746565	187031	159749	11510
ERR1746566	565887	387192	33096
ERR1746567	426874	361117	42740
ERR1746403	160054	139632	12673
ERR1746402	343400	290065	40037
ERR1746401	248169	217187	18757
ERR1746400	206801	185570	19288
ERR1746407	150787	132745	13938
ERR1746406	263998	226347	25304
ERR1746405	570614	484114	56611
ERR1746404	394459	325933	36665
ERR1746762	401936	339452	33343
ERR1746763	285643	249686	23839
ERR1746760	225399	166840	19808
ERR1746967	746	57	645
ERR1746766	418864	372509	43532
ERR1746767	343037	297944	27309
ERR1746764	297434	256156	25656
ERR1746765	540501	450744	42870
ERR1746768	207138	184901	18559
ERR1746769	947809	750785	92993
ERR1746448	762559	669744	79581
ERR1746889	443003	393663	44022
ERR1746888	231935	173931	22294
ERR1746929	226128	184615	20800
ERR1746368	188848	150650	18814
ERR1746369	356823	316973	31876
ERR1746366	299468	202045	26603
ERR1746367	268678	191064	22343
ERR1746364	297875	217660	21574
ERR1746365	992949	870718	106647
ERR1746362	103378	91209	10445
ERR1746363	181313	159272	16538
ERR1746360	378455	320538	34896
ERR1746361	154028	135765	14547
