# Constructed from biom file
#OTU ID	G22445_stitched
K02000	3455.0
K02003	243290.0
K02002	3358.0
K03065	0.0
K08952	0.0
K03060	20995.0
K13809	0.0
K10948	0.0
K09607	0.0
K06125	0.0
K04337	0.0
K06120	19.0
K06121	0.0
K04336	0.0
K01127	0.0
K09703	13.0
K00004	8.0
K14699	0.0
K09702	1825.0
K14698	0.0
K05311	798.0
K13829	4.0
K10943	1.0
K07291	0.0
K07290	39.0
K10206	27279.0
K10202	701.0
K10208	0.0
K10209	196.0
K01966	6613.0
K01965	17.0
K01964	10.0
K01963	21735.0
K01962	5888.0
K01961	35666.0
K01960	12023.0
K01969	35.0
K01968	18.0
K07749	1610.0
K07748	0.0
K07741	770.0
K07740	24.0
K07743	0.0
K07742	22498.0
K07745	0.0
K07744	0.0
K07746	25.0
K01299	1683.0
K01295	2379.0
K01297	3531.0
K02922	0.0
K05603	39.0
K02921	0.0
K02926	32258.0
K05607	0.0
K02924	0.0
K05605	0.0
K02928	0.0
K02929	0.0
K00216	28.0
K00217	0.0
K00214	0.0
K00215	34686.0
K00213	0.0
K00210	81.0
K00211	0.0
K00218	0.0
K00219	853.0
K01035	0.0
K01034	702.0
K04517	24020.0
K01740	65123.0
K01031	16.0
K01746	561.0
K01745	8528.0
K01744	12713.0
K01749	18461.0
K01039	194.0
K04518	6361.0
K09591	0.0
K14129	0.0
K14128	35.0
K14121	0.0
K14120	0.0
K14123	0.0
K14122	0.0
K14125	0.0
K14124	0.0
K14127	35.0
K14126	35.0
K03521	30907.0
K03520	0.0
K03523	35223.0
K03522	31624.0
K03525	30175.0
K03524	35575.0
K03527	33657.0
K03526	31780.0
K03529	22967.0
K03528	551.0
K06338	0.0
K02217	19034.0
K03299	2400.0
K03298	406.0
K13472	0.0
K03293	1342.0
K03292	56042.0
K03291	542.0
K03290	25.0
K03297	1769.0
K03296	51126.0
K03295	3428.0
K03294	11683.0
K13009	0.0
K12690	0.0
K09743	0.0
K06022	0.0
K07190	0.0
K06021	0.0
K07192	14106.0
K06020	477.0
K06027	0.0
K06026	0.0
K09744	0.0
K07991	0.0
K08749	0.0
K09835	0.0
K09834	0.0
K10439	50415.0
K06351	4.0
K09833	0.0
K10925	0.0
K10924	275.0
K10927	1.0
K10926	1.0
K10923	0.0
K10922	0.0
K09629	0.0
K10697	0.0
K00179	11465.0
K00172	2509.0
K00171	2149.0
K00170	2492.0
K00177	11685.0
K00176	11411.0
K00175	25798.0
K00174	24023.0
K13478	0.0
K14338	0.0
K14339	4.0
K14335	1.0
K14337	4.0
K14330	0.0
K14331	0.0
K14333	9.0
K08918	0.0
K13479	3155.0
K04078	32015.0
K04079	31984.0
K04076	957.0
K04077	32728.0
K04074	2516.0
K04075	31251.0
K04072	17312.0
K04073	83.0
K04070	18794.0
K04071	2.0
K14597	0.0
K13318	0.0
K08280	0.0
K13641	78.0
K13640	62.0
K13643	3567.0
K13642	0.0
K02027	149908.0
K02026	222819.0
K02025	232183.0
K02024	114.0
K02023	2866.0
K02022	11809.0
K02021	2.0
K02020	21241.0
K02029	40527.0
K02028	42618.0
K03886	0.0
K03887	0.0
K03884	0.0
K03885	5464.0
K03881	0.0
K03888	0.0
K03889	4.0
K12998	0.0
K12999	81.0
K12992	4426.0
K12993	0.0
K12990	721.0
K12991	2.0
K12996	113.0
K12997	10361.0
K12994	0.0
K12995	85.0
K08979	0.0
K08978	22636.0
K03088	302130.0
K03089	1254.0
K03086	45432.0
K03087	30.0
K08971	0.0
K08970	0.0
K03082	175.0
K03080	24.0
K08974	7034.0
K13868	0.0
K00918	2560.0
K01553	0.0
K12214	0.0
K11646	273.0
K11645	0.0
K11641	0.0
K11640	0.0
K12736	0.0
K12733	0.0
K07507	13325.0
K07506	25.0
K07505	16.0
K07504	2.0
K07503	10.0
K07502	14154.0
K07501	102.0
K07500	0.0
K07509	0.0
K07508	0.0
K11422	0.0
K08698	0.0
K10773	34280.0
K10774	0.0
K14286	0.0
K10778	29.0
K14287	58.0
K00140	1940.0
K05501	898.0
K01903	5027.0
K01902	5027.0
K01905	39.0
K01904	0.0
K01907	18.0
K01906	347.0
K01909	0.0
K01908	41.0
K14534	3424.0
K00147	28590.0
K07767	0.0
K07769	0.0
K07768	8.0
K06203	1160.0
K06202	956.0
K09921	567.0
K09920	24.0
K09927	757.0
K09024	48.0
K09022	10412.0
K09023	24.0
K09020	58.0
K09021	24.0
K02908	0.0
K02909	33280.0
K08218	20855.0
K08219	24.0
K02904	32721.0
K02906	32258.0
K02907	32134.0
K02902	32206.0
K00230	947.0
K00231	4543.0
K00232	1.0
K08976	0.0
K00234	0.0
K00239	13377.0
K06209	19406.0
K09928	118.0
K01015	0.0
K01014	0.0
K01012	41742.0
K01011	3929.0
K01010	0.0
K08920	0.0
K14103	0.0
K14102	0.0
K14101	0.0
K14100	0.0
K14105	0.0
K14104	0.0
K14109	0.0
K14108	0.0
K06401	0.0
K00893	0.0
K13402	0.0
K12858	0.0
K03503	4169.0
K03502	24539.0
K03501	32258.0
K03500	24225.0
K08924	0.0
K02278	2759.0
K02279	12977.0
K12977	0.0
K02276	23.0
K02277	0.0
K02274	38.0
K02275	22.0
K13450	0.0
K13451	0.0
K13452	0.0
K13454	0.0
K13455	0.0
K12509	0.0
K12508	17.0
K12507	655.0
K12506	7077.0
K12500	106.0
K12503	10.0
K05926	0.0
K09728	0.0
K14587	7.0
K06597	0.0
K06596	18.0
K06595	0.0
K06599	24.0
K06598	0.0
K07978	24.0
K07979	51376.0
K07976	0.0
K14585	0.0
K10907	22461.0
K10906	1.0
K10901	0.0
K10909	0.0
K10908	273.0
K09819	126.0
K09818	108.0
K09817	24456.0
K09816	23202.0
K09815	13896.0
K06374	8075.0
K06373	7752.0
K09812	33452.0
K09811	33566.0
K09810	10951.0
K09724	0.0
K14582	0.0
K09721	0.0
K04058	275.0
K04059	273.0
K04050	0.0
K04051	0.0
K04052	0.0
K04053	0.0
K04054	0.0
K04055	0.0
K04056	273.0
K04057	0.0
K01047	0.0
K08975	0.0
K10015	24.0
K10014	297.0
K10017	47.0
K10016	24.0
K10011	52.0
K10010	14009.0
K10013	95.0
K10012	2028.0
K10019	47.0
K10018	47.0
K13665	0.0
K13664	0.0
K13663	0.0
K13662	0.0
K13661	0.0
K13660	0.0
K13669	0.0
K13668	5.0
K07641	16.0
K01466	2566.0
K13590	18.0
K01464	7620.0
K01465	32748.0
K01462	53948.0
K01463	4304.0
K01460	1051.0
K01461	0.0
K13599	276.0
K13598	0.0
K01468	5180.0
K01469	0.0
K09251	45.0
K09252	132.0
K02041	1951.0
K02040	37290.0
K02043	24.0
K02045	11176.0
K02044	1965.0
K02047	11176.0
K02046	11176.0
K02049	39691.0
K02048	11219.0
K05549	0.0
K05548	2.0
K06046	0.0
K03319	1827.0
K03316	748.0
K03317	1731.0
K03314	550.0
K03315	11603.0
K03312	20441.0
K03313	6893.0
K03310	71035.0
K03311	9236.0
K12052	0.0
K02945	28285.0
K06162	387.0
K06163	387.0
K06160	24.0
K06161	0.0
K06166	378.0
K00359	2379.0
K06164	387.0
K06165	358.0
K06168	32068.0
K06169	25.0
K13020	16.0
K07158	0.0
K07159	0.0
K04835	4.0
K11621	0.0
K11991	550.0
K11622	12.0
K11996	4884.0
K11627	0.0
K11626	35.0
K11629	0.0
K11628	0.0
K07561	0.0
K07560	31895.0
K07563	0.0
K07562	0.0
K07565	0.0
K07564	0.0
K07567	26999.0
K07566	27521.0
K07569	0.0
K07568	41315.0
K09925	0.0
K11199	0.0
K11198	0.0
K11192	1.0
K11191	0.0
K11196	0.0
K11195	0.0
K11194	0.0
K02492	6140.0
K10713	0.0
K10710	924.0
K10711	692.0
K10716	1.0
K02490	70.0
K10714	0.0
K10715	0.0
K01929	33240.0
K01928	33252.0
K01923	33172.0
K01922	174.0
K01921	33283.0
K01920	124.0
K01926	17020.0
K01925	32731.0
K01924	32717.0
K07789	64.0
K07788	64.0
K07785	1.0
K07784	69.0
K07787	799.0
K07786	0.0
K07781	24.0
K07783	1268.0
K07782	119.0
K05835	51.0
K06355	0.0
K14661	0.0
K09844	0.0
K00782	7874.0
K00783	32670.0
K00784	31105.0
K00785	453.0
K00786	15166.0
K00039	0.0
K00036	6308.0
K00037	0.0
K00034	587.0
K00035	0.0
K00032	0.0
K00033	6416.0
K00030	965.0
K00031	25523.0
K01259	1458.0
K01258	31370.0
K01255	2186.0
K01256	4919.0
K01251	3979.0
K01250	2420.0
K01253	24.0
K01252	29.0
K09008	98.0
K09009	10.0
K09000	0.0
K09001	1493.0
K09002	2984.0
K09003	0.0
K09004	387.0
K09005	91.0
K09006	0.0
K09007	836.0
K09846	0.0
K08234	14855.0
K00258	0.0
K00259	7008.0
K00252	19.0
K00253	18.0
K00256	16.0
K00257	10029.0
K00254	0.0
K00255	1.0
K01079	9215.0
K01078	2.0
K01071	187.0
K01070	188.0
K01073	11.0
K01077	9460.0
K01076	830.0
K14472	0.0
K14471	0.0
K14470	0.0
K14475	19.0
K09841	0.0
K02788	611.0
K02782	0.0
K02783	1154.0
K02781	839.0
K02786	623.0
K02787	0.0
K02784	568.0
K01060	965.0
K01787	9530.0
K01786	17332.0
K01785	46221.0
K01784	48231.0
K01783	35410.0
K01782	99.0
K01781	14.0
K01780	0.0
K01789	0.0
K01788	8621.0
K02526	2754.0
K02527	10530.0
K02525	42.0
K02250	0.0
K02523	9934.0
K02520	31973.0
K02521	550.0
K02258	16.0
K02259	21.0
K02528	32489.0
K02529	155564.0
K03781	4390.0
K03780	11556.0
K03783	26967.0
K03782	85.0
K03785	19646.0
K03784	8139.0
K03787	10729.0
K03786	15741.0
K03789	21701.0
K03788	463.0
K10700	2.0
K00342	9054.0
K03124	0.0
K03120	0.0
K12527	2933.0
K12526	0.0
K12525	50.0
K12524	12873.0
K12523	0.0
K12522	0.0
K09789	4336.0
K09788	614.0
K09787	22481.0
K09786	973.0
K09785	0.0
K09781	655.0
K09780	680.0
K10961	0.0
K10960	0.0
K10963	0.0
K10962	0.0
K10965	0.0
K10964	0.0
K10966	0.0
K09879	0.0
K06318	0.0
K06311	0.0
K06310	11956.0
K06312	0.0
K06314	0.0
K06317	1225.0
K11389	0.0
K11386	0.0
K11387	4.0
K11384	273.0
K11385	0.0
K11382	344.0
K11383	0.0
K11381	447.0
K11949	0.0
K10380	0.0
K04032	361.0
K04033	2.0
K04030	904.0
K04031	5651.0
K04036	0.0
K04037	0.0
K04034	38.0
K04035	10.0
K04038	0.0
K04039	0.0
K07046	316.0
K07047	6577.0
K07044	6.0
K07045	12542.0
K07042	23749.0
K07043	17769.0
K07040	23523.0
K07041	0.0
K07048	634.0
K07049	0.0
K08664	0.0
K02584	317.0
K10039	4253.0
K10038	386.0
K10037	321.0
K10036	3651.0
K04788	0.0
K04789	0.0
K04784	1.0
K04785	0.0
K04786	0.0
K04787	0.0
K04780	0.0
K04781	58.0
K04782	16.0
K04783	0.0
K13601	0.0
K13603	0.0
K13602	0.0
K13605	0.0
K13604	0.0
K13607	9.0
K02404	10836.0
K05783	0.0
K05782	41.0
K05781	387.0
K05780	387.0
K05787	550.0
K05786	1785.0
K05785	5933.0
K05784	0.0
K05789	518.0
K05788	1257.0
K01442	24273.0
K01443	29975.0
K01444	998.0
K01446	82.0
K01447	11165.0
K01448	68004.0
K01449	6064.0
K14803	0.0
K02069	4263.0
K05569	1089.0
K08008	0.0
K02063	552.0
K05566	778.0
K05565	7.0
K05563	17.0
K05562	17.0
K05561	17.0
K02064	552.0
K03338	2047.0
K03339	12.0
K03330	0.0
K03331	0.0
K03332	32.0
K03333	0.0
K03335	1277.0
K03336	1229.0
K03337	1532.0
K12956	0.0
K12957	25.0
K12954	0.0
K12955	0.0
K12952	0.0
K12953	0.0
K12950	17.0
K12951	0.0
K14733	0.0
K00109	0.0
K06148	20739.0
K06149	550.0
K06144	25.0
K06145	146.0
K06146	24.0
K06147	257342.0
K06141	24.0
K06142	33948.0
K06143	1401.0
K11945	0.0
K08948	0.0
K08949	0.0
K00071	0.0
K14664	0.0
K13810	0.0
K14665	355.0
K03058	0.0
K11609	0.0
K11608	0.0
K14660	0.0
K11603	0.0
K11602	0.0
K11601	0.0
K11600	0.0
K11607	564.0
K11606	564.0
K11605	564.0
K11604	564.0
K10558	47.0
K10559	718.0
K10550	320.0
K10551	320.0
K10552	16.0
K10553	16.0
K10554	16.0
K10555	1441.0
K10556	583.0
K10557	47.0
K03051	0.0
K03050	0.0
K07549	1.0
K07548	1.0
K07239	973.0
K07235	551.0
K07234	101.0
K07237	550.0
K07236	550.0
K07231	0.0
K07230	493.0
K07233	2.0
K07232	39.0
K02467	0.0
K05306	6185.0
K05305	1420.0
K05304	0.0
K05303	0.0
K05301	16.0
K02565	26.0
K08644	0.0
K08646	0.0
K08641	7890.0
K08643	106.0
K08642	0.0
K12146	0.0
K00010	3262.0
K00011	0.0
K00012	19108.0
K00013	28693.0
K00014	43249.0
K00016	19873.0
K09065	0.0
K08252	50.0
K08253	4.0
K08256	7.0
K08255	0.0
K08258	0.0
K08259	0.0
K00274	9.0
K00275	1540.0
K00276	0.0
K00270	0.0
K00271	0.0
K00272	0.0
K00273	2.0
K00278	22724.0
K00279	0.0
K12675	0.0
K01277	8902.0
K01274	3527.0
K01273	9855.0
K01271	5030.0
K01270	36273.0
K01278	19367.0
K00906	244.0
K00904	189.0
K00903	1020.0
K00901	19381.0
K13785	0.0
K00908	0.0
K11149	0.0
K01053	105.0
K01051	11207.0
K01057	5976.0
K01056	32725.0
K01055	1.0
K01054	0.0
K01058	717.0
K02500	28653.0
K02501	29134.0
K02502	19632.0
K02503	31878.0
K02504	550.0
K02505	550.0
K02506	525.0
K02507	702.0
K02508	1.0
K02509	372.0
K00291	0.0
K13410	0.0
K13148	0.0
K13419	0.0
K05825	0.0
K03106	32721.0
K03105	0.0
K03101	36371.0
K03100	72120.0
K12541	0.0
K12540	0.0
K12543	0.0
K12542	0.0
K12545	0.0
K12544	0.0
K12547	0.0
K12546	0.0
K12549	0.0
K06080	25.0
K11018	0.0
K11019	0.0
K11016	0.0
K11017	0.0
K11014	0.0
K11015	0.0
K11012	0.0
K11013	0.0
K11010	0.0
K11011	0.0
K06333	8051.0
K06880	0.0
K06883	144.0
K06882	2.0
K09857	380.0
K06884	47.0
K06887	4.0
K06886	448.0
K06889	49019.0
K10942	1.0
K09859	610.0
K09858	1263.0
K10947	36981.0
K10946	0.0
K10945	0.0
K10944	0.0
K13284	0.0
K00483	527.0
K00481	16.0
K00480	80.0
K00486	0.0
K00485	24.0
K00484	81.0
K09901	550.0
K10929	0.0
K07684	762.0
K07685	550.0
K07686	67.0
K07687	25.0
K07681	0.0
K07688	0.0
K07689	26.0
K10928	0.0
K04018	66.0
K04019	361.0
K04014	819.0
K04015	1267.0
K04016	526.0
K04017	66.0
K04013	564.0
K07060	0.0
K07061	0.0
K07062	903.0
K07063	16.0
K07064	0.0
K07065	0.0
K07066	10570.0
K07067	827.0
K07068	25.0
K07069	1090.0
K01121	352.0
K13629	0.0
K13628	957.0
K13623	0.0
K13622	1.0
K13620	0.0
K13626	12796.0
K08586	0.0
K08587	0.0
K01428	2304.0
K01429	1612.0
K01422	5522.0
K01423	326.0
K01420	26356.0
K01421	42611.0
K01426	2593.0
K01427	0.0
K01424	28343.0
K01425	9674.0
K08068	0.0
K07538	1.0
K13086	0.0
K13085	0.0
K07287	980.0
K07824	0.0
K07682	0.0
K02722	0.0
K12978	0.0
K12979	2.0
K12972	159.0
K12973	25.0
K12974	25.0
K12975	24.0
K12976	2.0
K07821	66.0
K07683	0.0
K14750	0.0
K14751	0.0
K14953	0.0
K12288	25.0
K12289	25.0
K12282	1.0
K12283	1.0
K12280	1.0
K12281	1.0
K12286	1.0
K12287	1.0
K12284	1.0
K12285	1.0
K11957	0.0
K11956	0.0
K11955	0.0
K11954	0.0
K11953	0.0
K11952	0.0
K11951	0.0
K11950	0.0
K11959	0.0
K11958	0.0
K13889	2722.0
K13888	1258.0
K11963	0.0
K07217	168.0
K07216	28030.0
K07215	82.0
K07214	15379.0
K07213	6258.0
K07212	0.0
K07219	1012.0
K07218	5.0
K12150	25.0
K08689	0.0
K08688	0.0
K00402	0.0
K00401	0.0
K11994	0.0
K00152	0.0
K01043	608.0
K00154	41.0
K00157	0.0
K00156	2646.0
K10533	0.0
K10530	93.0
K10531	0.0
K10536	11218.0
K10537	420.0
K10535	2.0
K10538	90.0
K10539	420.0
K00073	1070.0
K13934	24.0
K00076	2782.0
K00077	18821.0
K00074	18976.0
K00075	32572.0
K00078	0.0
K00079	16.0
K02290	0.0
K02563	32721.0
K02292	0.0
K08966	0.0
K02294	24.0
K08278	0.0
K08279	1.0
K08274	0.0
K08275	0.0
K08276	3.0
K08277	0.0
K00298	16.0
K00299	44.0
K00296	0.0
K00297	31110.0
K00294	632.0
K00292	0.0
K00293	0.0
K00290	26650.0
K07757	0.0
K12089	0.0
K01210	42.0
K01213	0.0
K01212	9732.0
K01215	164.0
K01214	0.0
K01217	0.0
K01216	428.0
K01219	196.0
K01218	2316.0
K02749	0.0
K02746	886.0
K02747	304.0
K02744	2129.0
K02745	237.0
K02742	550.0
K00924	1937.0
K00925	33623.0
K00926	22658.0
K00927	32555.0
K00928	38568.0
K00929	12633.0
K12085	0.0
K02298	26.0
K02299	26.0
K02568	562.0
K02569	1175.0
K02562	90.0
K02291	123.0
K02560	550.0
K02293	0.0
K02566	1062.0
K02567	1168.0
K02564	40950.0
K02297	26.0
K03169	65775.0
K03168	32130.0
K03163	0.0
K03162	0.0
K03167	0.0
K03166	0.0
K11038	0.0
K11039	0.0
K11030	0.0
K11031	2723.0
K11032	0.0
K11033	0.0
K11034	0.0
K11035	0.0
K11036	0.0
K11037	0.0
K02546	0.0
K07668	1420.0
K07669	2.0
K07666	551.0
K07667	18892.0
K07664	42.0
K07665	3935.0
K07662	551.0
K07663	16.0
K07660	25.0
K07661	25.0
K03927	4408.0
K07008	673.0
K07009	5557.0
K07002	182.0
K07003	21766.0
K07000	465.0
K07001	24855.0
K07006	58.0
K07007	46413.0
K07004	7.0
K07005	15408.0
K03921	0.0
K02956	32641.0
K09725	0.0
K09181	2928.0
K08599	0.0
K08598	0.0
K08591	37177.0
K08590	5635.0
K01156	1045.0
K01154	54566.0
K01407	25.0
K01400	0.0
K01153	39328.0
K01150	630.0
K01151	28694.0
K01408	0.0
K01409	36838.0
K01158	0.0
K01159	15369.0
K05523	1.0
K05522	72.0
K05521	12890.0
K05520	5269.0
K05527	649.0
K05526	25.0
K05525	24.0
K05524	361.0
K05529	0.0
K14518	0.0
K14519	24.0
K05949	0.0
K01754	26734.0
K05942	0.0
K01027	0.0
K02171	0.0
K02170	109.0
K02173	64.0
K02172	0.0
K01751	4102.0
K06416	2027.0
K06417	0.0
K06414	0.0
K06947	0.0
K03379	1.0
K03808	657.0
K03809	40.0
K03806	981.0
K06412	28793.0
K03804	550.0
K12296	327.0
K03802	39.0
K03803	5880.0
K06413	35.0
K10808	0.0
K06411	14401.0
K01028	9967.0
K01029	767.0
K11931	146.0
K11930	0.0
K11933	91.0
K11932	1.0
K11935	0.0
K11934	5517.0
K11937	0.0
K11936	146.0
K11939	25.0
K11938	24.0
K10800	1.0
K06419	32.0
K11929	24.0
K07271	27891.0
K07270	694.0
K07273	10842.0
K07272	86.0
K07275	1310.0
K07274	338.0
K07277	10746.0
K07276	0.0
K07279	0.0
K07278	963.0
K10623	0.0
K02481	9565.0
K11520	0.0
K02480	0.0
K08170	0.0
K02485	42.0
K02484	9688.0
K02487	470.0
K08600	29073.0
K08603	0.0
K08602	14557.0
K08605	0.0
K08604	0.0
K09956	5.0
K09957	0.0
K09954	58.0
K09955	29473.0
K09952	4771.0
K09953	0.0
K09950	16.0
K09951	19247.0
K09958	39.0
K09959	0.0
K07495	0.0
K07494	20.0
K07497	5706.0
K07496	19116.0
K07491	17589.0
K07490	1.0
K07493	1.0
K07492	273.0
K07499	0.0
K07498	81.0
K11209	120.0
K11208	0.0
K11204	0.0
K11203	903.0
K11202	1214.0
K11201	77.0
K11200	0.0
K00058	43310.0
K00059	69334.0
K00728	0.0
K00729	4.0
K00055	1.0
K00057	32553.0
K00050	3558.0
K00051	0.0
K00720	17.0
K00721	12733.0
K14424	0.0
K06033	0.0
K14189	0.0
K14188	218.0
K06364	0.0
K14187	1432.0
K01239	5243.0
K01238	9108.0
K01897	52541.0
K01232	2200.0
K01895	6261.0
K01230	0.0
K01893	31490.0
K01236	3.0
K01235	2735.0
K01890	32718.0
K02768	3155.0
K02769	948.0
K02760	18430.0
K02761	21014.0
K02763	68.0
K02764	0.0
K02765	14543.0
K00948	39424.0
K00949	30283.0
K00942	32806.0
K00943	8186.0
K00940	5748.0
K00941	54713.0
K00946	11315.0
K00947	1.0
K00944	0.0
K00945	69374.0
K01097	0.0
K01096	2365.0
K01095	2219.0
K01093	927.0
K01092	11321.0
K01091	71623.0
K01090	25062.0
K03499	69006.0
K03498	54164.0
K03491	5375.0
K03490	1048.0
K03493	81.0
K03492	483.0
K03495	32174.0
K03497	84584.0
K03496	115422.0
K02817	0.0
K02814	0.0
K02815	0.0
K02810	4979.0
K02548	22302.0
K02549	4364.0
K02818	66.0
K02819	1741.0
K03637	7899.0
K03636	982.0
K03147	25866.0
K03146	18.0
K08851	0.0
K06518	30933.0
K09729	1545.0
K06048	28.0
K06045	0.0
K06044	27.0
K09727	0.0
K09726	0.0
K06041	11587.0
K09720	0.0
K09723	0.0
K06042	10184.0
K09897	550.0
K09896	550.0
K09895	551.0
K09894	550.0
K09893	550.0
K09892	550.0
K09891	550.0
K09890	630.0
K09899	550.0
K09898	550.0
K03622	0.0
K07648	550.0
K07649	90.0
K07398	0.0
K07399	135.0
K11056	0.0
K11057	0.0
K11054	0.0
K11055	0.0
K07640	817.0
K07393	1111.0
K07390	649.0
K07391	31573.0
K07644	68.0
K07645	1007.0
K07646	19653.0
K07647	0.0
K10896	0.0
K07024	126703.0
K07025	64029.0
K07026	24.0
K07027	29059.0
K07020	0.0
K07021	461.0
K07022	0.0
K07023	18465.0
K07028	0.0
K07029	46065.0
K10094	809.0
K01390	0.0
K01392	1.0
K01399	0.0
K02673	96.0
K05893	0.0
K05897	0.0
K05896	22972.0
K05895	4069.0
K05899	0.0
K05898	0.0
K00555	0.0
K00554	20125.0
K00557	653.0
K00556	1645.0
K00551	3.0
K00559	0.0
K00558	39108.0
K01170	0.0
K01173	893.0
K01174	300.0
K01175	1963.0
K01176	5227.0
K01178	0.0
K01179	22859.0
K14578	0.0
K14579	0.0
K08951	0.0
K08950	0.0
K08953	0.0
K03828	136.0
K03829	39.0
K03820	1999.0
K03821	39.0
K03822	0.0
K03823	15516.0
K03824	301.0
K03825	66.0
K03826	15382.0
K03827	5344.0
K12248	0.0
K12246	0.0
K12247	0.0
K12242	0.0
K12243	0.0
K12240	24.0
K12241	0.0
K11919	0.0
K11918	0.0
K11913	0.0
K11912	0.0
K11911	25.0
K11910	27.0
K11917	0.0
K11916	0.0
K11915	0.0
K11914	0.0
K12068	50.0
K12069	1.0
K12062	50.0
K12063	50.0
K12060	50.0
K12061	50.0
K12066	50.0
K12067	50.0
K12064	49.0
K12065	50.0
K07259	18274.0
K07258	67763.0
K07253	0.0
K07251	25.0
K07250	808.0
K07257	274.0
K07256	0.0
K07255	1.0
K07254	0.0
K05372	0.0
K05373	0.0
K05370	0.0
K05371	0.0
K05374	0.0
K05375	39.0
K09970	371.0
K09971	371.0
K09972	378.0
K09973	465.0
K09974	11699.0
K09975	40.0
K09976	668.0
K09978	26.0
K09979	301.0
K11261	1734.0
K11260	0.0
K11263	30.0
K11264	1.0
K10793	2030.0
K10796	2034.0
K10797	1655.0
K10794	14.0
K10795	2033.0
K00700	37939.0
K00701	0.0
K10798	0.0
K00703	42941.0
K00705	35056.0
K09828	0.0
K10133	0.0
K13053	25.0
K03192	16.0
K00964	0.0
K00965	22035.0
K00966	3032.0
K00960	0.0
K00961	0.0
K00962	32711.0
K00963	7161.0
K00969	31338.0
K12681	0.0
K02703	0.0
K08364	3.0
K08365	70.0
K02706	0.0
K08363	528.0
K08361	0.0
K02708	0.0
K02709	0.0
K08368	275.0
K08369	428.0
K01615	4954.0
K01617	97.0
K01616	2.0
K01611	3709.0
K01610	32082.0
K01613	26864.0
K01612	0.0
K01619	22763.0
K01618	16.0
K02834	32448.0
K02835	32721.0
K05281	0.0
K03619	332.0
K03618	0.0
K03617	28350.0
K03616	1749.0
K03615	28960.0
K03614	18397.0
K03613	30058.0
K03612	27963.0
K03611	983.0
K03610	16198.0
K09705	286.0
K09704	10268.0
K09701	16.0
K09700	0.0
K09709	16.0
K06391	4434.0
K06390	21288.0
K06393	18622.0
K06392	20570.0
K06395	12061.0
K06394	6420.0
K06397	9313.0
K06396	10340.0
K06399	21752.0
K06398	21752.0
K06435	0.0
K11078	0.0
K11079	0.0
K11074	105.0
K11075	105.0
K11076	105.0
K11077	0.0
K11070	26172.0
K11071	27017.0
K11072	28447.0
K11073	119.0
K06935	0.0
K06934	10826.0
K06937	965.0
K06936	10.0
K06931	0.0
K06930	0.0
K06933	0.0
K06932	0.0
K06939	0.0
K06938	122.0
K13381	0.0
K05916	361.0
K05917	0.0
K05914	0.0
K05915	0.0
K05912	0.0
K05913	0.0
K05910	0.0
K05911	0.0
K05918	0.0
K05919	26615.0
K00392	0.0
K00390	1320.0
K00397	0.0
K00395	0.0
K00394	12216.0
K01884	0.0
K00399	0.0
K01886	31133.0
K01376	0.0
K01372	16586.0
K09149	0.0
K09148	0.0
K01225	726.0
K09145	718.0
K09144	718.0
K09147	0.0
K09146	4.0
K09141	0.0
K09140	0.0
K09143	24.0
K09142	0.0
K05709	16.0
K05708	16.0
K05879	6439.0
K05878	6426.0
K05875	1.0
K05874	151.0
K05877	1.0
K05876	24.0
K05873	2.0
K00579	0.0
K00578	0.0
K00577	0.0
K00575	14942.0
K00574	2939.0
K00573	448.0
K00571	20241.0
K00570	0.0
K01118	1351.0
K01119	9395.0
K01157	18.0
K01112	50.0
K01113	451.0
K04477	12985.0
K01114	16.0
K01115	0.0
K08087	0.0
K01315	0.0
K08085	2.0
K08084	116.0
K08083	98.0
K08082	98.0
K08081	10.0
K08080	0.0
K01152	463.0
K01401	0.0
K09826	0.0
K06344	0.0
K06345	0.0
K09822	0.0
K06343	0.0
K10938	0.0
K06341	0.0
K10934	0.0
K10935	0.0
K10932	0.0
K11052	0.0
K10930	0.0
K06349	0.0
K11053	0.0
K10754	0.0
K01755	31251.0
K10200	15604.0
K02132	0.0
K02137	0.0
K03840	25.0
K03841	1866.0
K13028	24.0
K13799	0.0
K13798	0.0
K13795	16.0
K13794	0.0
K13021	47.0
K13792	0.0
K13791	0.0
K13790	0.0
K12268	9934.0
K12269	82.0
K12262	106.0
K12263	0.0
K12264	1.0
K12265	0.0
K12266	0.0
K12267	20592.0
K01757	0.0
K12237	0.0
K13243	0.0
K13245	0.0
K13244	0.0
K13246	0.0
K03264	0.0
K03265	0.0
K03263	0.0
K03268	0.0
K03269	9907.0
K12415	0.0
K10211	0.0
K09918	24.0
K09919	40.0
K06720	2.0
K09913	43.0
K09910	550.0
K09911	550.0
K09916	26.0
K09917	550.0
K06726	2240.0
K09915	40.0
K11535	25.0
K11534	103.0
K11537	4870.0
K11531	24.0
K11533	1.0
K11532	0.0
K11249	1407.0
K11539	0.0
K00762	39602.0
K00763	37830.0
K00760	31437.0
K00761	35439.0
K00766	22273.0
K00767	22778.0
K00764	30999.0
K00765	26050.0
K00768	26629.0
K00769	825.0
K11059	0.0
K00186	0.0
K00187	0.0
K00184	1340.0
K00185	640.0
K00183	981.0
K00180	11928.0
K00188	0.0
K00189	0.0
K10110	14169.0
K10111	117.0
K10112	24820.0
