# Constructed from biom file
#OTU ID	G22445_stitched
K03236	0.0
K12058	50.0
K12239	0.0
K12238	0.0
K12235	0.0
K12234	88.0
K13942	0.0
K13940	7961.0
K13941	0.0
K12097	0.0
K12096	0.0
K12095	0.0
K12094	0.0
K12093	0.0
K12092	0.0
K12091	0.0
K12090	0.0
K12099	0.0
K12098	0.0
K06356	0.0
K05992	0.0
K03540	0.0
K06331	2418.0
K06330	705.0
K07138	14982.0
K07139	29497.0
K11811	25.0
K07132	2240.0
K07133	103953.0
K07130	11728.0
K07131	98.0
K07137	52358.0
K07134	0.0
K07135	0.0
K01860	0.0
K01866	32718.0
K01867	32721.0
K01865	368.0
K01868	33791.0
K01869	32721.0
K06140	19.0
K04766	0.0
K04767	702.0
K04764	2379.0
K04762	9912.0
K04763	44513.0
K04760	981.0
K04761	7696.0
K04768	0.0
K04769	10341.0
K08313	181.0
K08312	551.0
K08311	651.0
K08310	648.0
K08317	34.0
K08316	18139.0
K08315	491.0
K08314	36.0
K05149	0.0
K08319	67.0
K08318	0.0
K06339	0.0
K14648	0.0
K14392	1897.0
K14393	129.0
K14645	6.0
K14647	0.0
K01689	35879.0
K01686	19349.0
K01687	36616.0
K01684	1599.0
K01685	14656.0
K01682	192.0
K01681	17252.0
K05308	0.0
K02889	0.0
K02888	32718.0
K02885	0.0
K02884	32717.0
K02887	32258.0
K02886	32721.0
K02881	32717.0
K02883	0.0
K13743	0.0
K02086	615.0
K02081	7384.0
K02080	52.0
K02083	1966.0
K02082	345.0
K13831	0.0
K03428	0.0
K03429	2987.0
K03424	39320.0
K03935	0.0
K03932	720.0
K03933	49.0
K03930	1440.0
K03931	5861.0
K02339	980.0
K02338	30924.0
K02337	32547.0
K02336	25.0
K02335	33697.0
K02334	7024.0
K02330	0.0
K03688	16195.0
K03689	0.0
K03680	75.0
K03683	551.0
K03684	611.0
K03685	32258.0
K03686	67470.0
K03687	32005.0
K07301	38506.0
K07300	24.0
K07303	39.0
K07302	55.0
K07305	111.0
K07304	4765.0
K07307	2878.0
K07306	312.0
K07309	9.0
K07308	312.0
K02617	1.0
K02610	3.0
K02963	32721.0
K02612	3.0
K02961	22519.0
K09686	84631.0
K09687	142335.0
K09684	1120.0
K09685	1688.0
K09682	0.0
K09683	0.0
K09680	6589.0
K09681	2.0
K09688	353.0
K09689	353.0
K05962	7.0
K05961	0.0
K05967	0.0
K05966	80.0
K11159	0.0
K05964	70.0
K05968	24.0
K11152	0.0
K00309	24.0
K00658	1100.0
K00304	0.0
K00305	0.0
K00654	0.0
K00655	51044.0
K00652	12739.0
K00301	24.0
K00302	739.0
K00303	290.0
K10828	0.0
K06431	0.0
K06432	0.0
K06433	0.0
K06434	35.0
K06436	1355.0
K06437	0.0
K10820	13.0
K06439	0.0
K10822	0.0
K10823	0.0
K10826	0.0
K09167	36.0
K06322	0.0
K14117	0.0
K14259	0.0
K14257	0.0
K01308	1258.0
K01303	85.0
K01301	0.0
K01305	2578.0
K01304	1310.0
K02658	18.0
K00672	0.0
K02650	1709.0
K02651	1861.0
K02652	13272.0
K02653	17236.0
K02654	58528.0
K05687	16.0
K02656	648.0
K05685	904.0
K00878	23044.0
K00879	1334.0
K00872	5607.0
K00873	33008.0
K00870	16.0
K00876	43292.0
K00877	0.0
K00874	35938.0
K00875	0.0
K04487	45967.0
K04486	37675.0
K04485	32205.0
K04484	0.0
K04483	0.0
K04482	0.0
K04480	0.0
K04488	24574.0
K12049	0.0
K13693	4.0
K13706	0.0
K13694	5253.0
K13695	550.0
K05977	0.0
K09516	6165.0
K02434	36111.0
K02435	25888.0
K02436	12.0
K02437	12093.0
K05350	3796.0
K02431	3616.0
K08100	0.0
K02433	37620.0
K02438	29679.0
K02439	11094.0
K03745	923.0
K03744	13190.0
K03747	122.0
K03210	32443.0
K03217	32667.0
K03216	23759.0
K03215	982.0
K03742	17766.0
K03219	275.0
K03218	29293.0
K03749	44.0
K03748	1571.0
K02383	0.0
K06327	0.0
K06320	10954.0
K07238	27034.0
K09479	0.0
K09478	0.0
K09475	47.0
K09474	6161.0
K09477	347.0
K09476	49.0
K09471	550.0
K09470	24.0
K09473	24.0
K09472	297.0
K07543	1.0
K06898	6771.0
K13967	0.0
K13963	3014.0
K07545	1.0
K00737	718.0
K05345	2.0
K11706	81.0
K11707	378.0
K11704	81.0
K11705	81.0
K11708	378.0
K11709	378.0
K05588	0.0
K07114	21118.0
K07443	7740.0
K07116	16.0
K07117	16.0
K07110	4.0
K07447	22406.0
K07112	7375.0
K07113	178.0
K07448	1459.0
K07118	1496.0
K07119	31.0
K10619	0.0
K10618	0.0
K10617	0.0
K10616	0.0
K01848	351.0
K01849	351.0
K01844	1584.0
K01845	6487.0
K01846	128.0
K01847	11819.0
K01840	44784.0
K01841	455.0
K01842	0.0
K01843	7070.0
K06219	25.0
K10832	0.0
K05348	0.0
K14203	0.0
K08483	28415.0
K08482	0.0
K08481	0.0
K08480	0.0
K08485	26.0
K08484	26.0
K00464	0.0
K00467	0.0
K00466	0.0
K00461	0.0
K00460	0.0
K00463	0.0
K00462	0.0
K04509	0.0
K00469	0.0
K00468	0.0
K08645	0.0
K04744	1611.0
K01518	16.0
K01519	0.0
K04748	596.0
K04749	1397.0
K01514	2787.0
K01515	40138.0
K01512	15825.0
K01510	0.0
K14623	4664.0
K14626	0.0
K14627	0.0
K14628	0.0
K14629	0.0
K03918	0.0
K03919	45.0
K12372	566.0
K12373	45462.0
K12370	566.0
K12371	559.0
K02359	0.0
K02358	33668.0
K02351	1.0
K02352	0.0
K02355	54427.0
K02357	32721.0
K02356	33142.0
K13574	355.0
K13573	33.0
K13572	7.0
K13571	10.0
K13570	10.0
K12112	0.0
K12113	0.0
K12110	0.0
K12111	540.0
K07329	0.0
K07328	0.0
K07323	1353.0
K07322	14212.0
K07321	3941.0
K07320	981.0
K07327	0.0
K07326	694.0
K07325	0.0
K07324	0.0
K08163	1.0
K06180	91037.0
K06181	634.0
K06182	16524.0
K06183	23703.0
K06186	980.0
K06187	32721.0
K06188	2252.0
K06189	1254.0
K08359	3.0
K07589	16.0
K07588	6341.0
K07587	0.0
K07586	1386.0
K07585	0.0
K07584	20613.0
K07583	0.0
K07582	0.0
K07581	0.0
K07580	0.0
K11139	0.0
K05989	21707.0
K05988	0.0
K05985	4834.0
K05987	0.0
K05986	0.0
K10843	5.0
K08354	1.0
K10844	0.0
K10848	0.0
K00673	25.0
K00674	3204.0
K00675	130.0
K00676	17160.0
K00677	18864.0
K06988	68.0
K06989	5964.0
K08351	24.0
K06980	989.0
K06981	0.0
K06982	0.0
K08350	460.0
K06984	0.0
K06985	17.0
K06986	4.0
K06987	3585.0
K02445	5095.0
K02444	4010.0
K00582	0.0
K00583	0.0
K00580	0.0
K02110	45310.0
K00586	0.0
K00587	0.0
K00584	35.0
K08921	0.0
K02441	551.0
K00588	299.0
K08922	0.0
K02440	2352.0
K00018	19029.0
K08923	0.0
K02443	5278.0
K00019	113.0
K02442	1.0
K08925	0.0
K08926	0.0
K08927	0.0
K03149	20929.0
K06604	0.0
K00015	367.0
K01989	37129.0
K00854	34080.0
K00855	27.0
K00856	624.0
K00857	13236.0
K00850	91729.0
K00851	119.0
K00852	15073.0
K00853	1395.0
K00858	32721.0
K00859	32410.0
K01181	5932.0
K01180	0.0
K01183	5034.0
K01182	41364.0
K01185	8939.0
K01184	0.0
K01187	54925.0
K01188	25325.0
K02596	35.0
K13766	35.0
K13767	75.0
K13003	0.0
K13002	2735.0
K13000	0.0
K02984	0.0
K02986	32722.0
K02987	0.0
K02636	0.0
K02982	32003.0
K02983	0.0
K02638	0.0
K02639	0.0
K02988	32478.0
K08298	24.0
K08299	0.0
K03583	964.0
K03582	964.0
K03581	17593.0
K03580	551.0
K03587	10783.0
K03586	648.0
K03585	22762.0
K03584	31897.0
K03589	26137.0
K03588	42763.0
K01725	16.0
K01724	18.0
K01727	556.0
K01726	15817.0
K01721	47.0
K01720	3.0
K01722	0.0
K13008	0.0
K01729	17.0
K01728	505.0
K09530	0.0
K09539	0.0
K02188	24230.0
K02189	19771.0
K02182	18.0
K02183	0.0
K03769	4026.0
K03768	35824.0
K03767	1404.0
K03765	0.0
K03764	550.0
K03763	26478.0
K03762	109.0
K03761	24.0
K03760	903.0
K09457	8829.0
K09456	40.0
K09459	439.0
K09458	32696.0
K00602	73086.0
K13988	0.0
K13985	0.0
K09981	32.0
K09980	0.0
K09983	16.0
K09982	275.0
K09985	0.0
K09984	24.0
K09987	0.0
K09986	1.0
K09989	1174.0
K09988	3845.0
K12583	4.0
K12582	25.0
K12589	0.0
K11720	983.0
K09759	15773.0
K10985	54.0
K10984	122.0
K07468	0.0
K07469	965.0
K07464	17570.0
K07465	7.0
K07466	0.0
K07467	8936.0
K07460	30990.0
K07461	20712.0
K07462	32732.0
K07463	0.0
K10679	1064.0
K10678	178.0
K10671	0.0
K10670	13524.0
K10673	0.0
K10672	3118.0
K10674	25.0
K10677	0.0
K10676	0.0
K08726	0.0
K08724	557.0
K08722	4031.0
K08723	24.0
K08720	0.0
K08721	0.0
K08728	0.0
K10187	0.0
K00119	16.0
K00118	0.0
K00449	16.0
K00448	1.0
K00115	0.0
K00446	129.0
K00117	96.0
K00116	58.0
K00111	23212.0
K00442	0.0
K00113	1449.0
K00112	1458.0
K01539	0.0
K01531	3603.0
K04720	38387.0
K01533	33460.0
K01534	72191.0
K01535	0.0
K01537	22230.0
K14358	0.0
K14605	0.0
K14606	0.0
K00413	100.0
K10120	702.0
K05600	0.0
K05777	690.0
K03972	460.0
K03973	74.0
K03970	25.0
K03971	24.0
K03976	27469.0
K03977	32258.0
K03974	25.0
K03975	4649.0
K03978	32288.0
K03979	32708.0
K13378	8911.0
K02372	29590.0
K02371	25574.0
K02377	12675.0
K02379	3706.0
K03396	0.0
K03397	0.0
K03394	35764.0
K03395	0.0
K03392	273.0
K03393	0.0
K03390	2405.0
K03391	0.0
K03399	615.0
K03027	0.0
K12136	452.0
K12137	502.0
K06610	0.0
K12138	13.0
K12139	924.0
K11444	0.0
K11440	0.0
K11443	0.0
K11442	0.0
K00612	77.0
K00613	10.0
K00610	26971.0
K00611	25402.0
K00616	24086.0
K00617	0.0
K00614	82.0
K00615	98063.0
K00619	362.0
K10863	0.0
K07874	0.0
K06234	0.0
K10240	0.0
K10241	0.0
K10242	0.0
K10243	4.0
K04110	18.0
K04113	0.0
K04112	0.0
K04115	0.0
K04114	0.0
K04117	1.0
K04116	1.0
K04118	1.0
K05517	25.0
K07705	1394.0
K07704	1710.0
K07707	831.0
K07706	1537.0
K07701	24.0
K07700	25.0
K07703	24.0
K07702	25.0
K07709	547.0
K07708	375.0
K01955	43723.0
K13042	0.0
K09934	0.0
K09935	2668.0
K06216	0.0
K09937	646.0
K13745	91.0
K13746	0.0
K13747	27519.0
K13740	0.0
K13741	0.0
K13742	0.0
K06211	1269.0
K06212	702.0
K09933	41.0
K02618	18.0
K02619	8326.0
K02968	22602.0
K02966	0.0
K02967	32258.0
K02616	3.0
K02965	32721.0
K02962	0.0
K02611	3.0
K02613	3.0
K03569	52893.0
K03568	1178.0
K03565	30109.0
K06218	307.0
K03567	630.0
K03566	742.0
K03561	25042.0
K03560	900.0
K03563	14150.0
K03562	1173.0
K06430	0.0
K01709	6124.0
K01708	259.0
K01707	16.0
K01706	1371.0
K01705	0.0
K01704	61920.0
K01703	62740.0
K01702	0.0
K14165	16.0
K14164	0.0
K14166	0.0
K14161	24.0
K14160	349.0
K14162	21.0
K05396	1544.0
K03709	600.0
K03708	1790.0
K08160	25.0
K03701	43945.0
K03700	27018.0
K03703	31751.0
K03702	32721.0
K03705	22515.0
K03704	26600.0
K03707	3246.0
K03706	17127.0
K06289	0.0
K06288	0.0
K06283	7879.0
K06282	2711.0
K06281	2676.0
K06287	32346.0
K06286	187.0
K06285	761.0
K06284	5534.0
K08161	372.0
K07540	2.0
K06438	17448.0
K06869	0.0
K06868	0.0
K06867	1446.0
K06866	550.0
K06865	0.0
K06864	6834.0
K06863	0.0
K06862	0.0
K06861	10706.0
K06860	10.0
K12659	0.0
K12658	80.0
K07547	1.0
K07546	1.0
K15023	0.0
K15022	332.0
K15020	0.0
K15024	7432.0
K08700	0.0
K08162	743.0
K07544	1.0
K00137	0.0
K00135	1546.0
K00134	33761.0
K00133	33270.0
K00132	555.0
K00131	175.0
K00130	857.0
K00139	0.0
K00138	0.0
K00429	24.0
K00428	2007.0
K00421	0.0
K00423	0.0
K00425	10196.0
K00427	24.0
K00426	10196.0
K14292	0.0
K14379	0.0
K14370	0.0
K14371	0.0
K14372	0.0
K14373	0.0
K14374	0.0
K14375	0.0
K09845	0.0
K14082	0.0
K14083	323.0
K14080	0.0
K14081	35.0
K14086	718.0
K14087	1000.0
K14084	286.0
K14088	1042.0
K14089	991.0
K01552	18824.0
K01551	3987.0
K01556	20.0
K01557	1.0
K01554	1.0
K01555	16.0
K04708	0.0
K03955	0.0
K13689	0.0
K13688	17.0
K13683	0.0
K13685	2892.0
K13684	0.0
K13687	4.0
K13686	4.0
K14159	2.0
K02399	26.0
K02398	11387.0
K02395	10816.0
K02394	47.0
K02397	11588.0
K02396	24784.0
K02391	42.0
K02390	13684.0
K02393	47.0
K02392	29086.0
K13533	0.0
K13532	0.0
K13531	0.0
K13530	0.0
K01550	0.0
K05658	0.0
K14054	34.0
K02601	35255.0
K02970	32353.0
K05378	0.0
K12339	1087.0
K14060	49.0
K11687	0.0
K11686	0.0
K11685	0.0
K11689	1148.0
K11688	775.0
K08939	0.0
K03048	600.0
K03049	0.0
K13821	7361.0
K13820	0.0
K03042	0.0
K03043	32407.0
K03040	22870.0
K03041	0.0
K03046	32476.0
K03047	0.0
K03044	0.0
K03045	0.0
K00348	9450.0
K09847	0.0
K00692	12.0
K00638	16091.0
K00639	16503.0
K00693	0.0
K00634	10266.0
K00635	0.0
K00630	0.0
K00631	551.0
K00632	137.0
K00633	7272.0
K00691	852.0
K00696	0.0
K00694	412.0
K00695	0.0
K10854	1.0
K07811	0.0
K07810	334.0
K07813	57972.0
K07812	793.0
K07814	1042.0
K07816	1345.0
K00090	64.0
K00091	992.0
K00094	19.0
K00096	11925.0
K00097	14563.0
K00098	387.0
K00099	32262.0
K10228	4.0
K10229	4.0
K12548	0.0
K10222	0.0
K10220	16.0
K10221	16.0
K10227	13.0
K05822	32.0
K01949	0.0
K01945	32692.0
K01947	162.0
K01946	0.0
K01941	75.0
K01940	29177.0
K06357	0.0
K07729	63352.0
K07728	0.0
K07727	32422.0
K07726	15858.0
K07725	0.0
K07724	25.0
K07723	766.0
K07722	1133.0
K07721	0.0
K07720	66335.0
K00899	461.0
K05824	0.0
K00891	46589.0
K00892	25.0
K00895	8144.0
K00897	96.0
K08151	1312.0
K08153	69.0
K08154	25.0
K02948	32721.0
K02942	0.0
K02944	0.0
K05665	0.0
K02946	32656.0
K13793	0.0
K06352	0.0
K01769	0.0
K01768	1172.0
K01761	101.0
K01760	2174.0
K01762	4.0
K09578	0.0
K01766	550.0
K08164	2.0
K02493	32478.0
K08166	52.0
K08167	27.0
K02496	648.0
K02497	0.0
K02494	649.0
K02495	61131.0
K02498	648.0
K02499	4291.0
K08168	0.0
K08169	4516.0
K14415	942.0
K14414	275.0
K06881	31838.0
K00436	20.0
K06332	0.0
K12815	0.0
K12810	0.0
K06885	4259.0
K00437	16.0
K06335	0.0
K06334	9373.0
K03547	16740.0
K03546	16730.0
K03545	54295.0
K03544	48418.0
K03543	2232.0
K06888	1323.0
K10941	0.0
K03549	3557.0
K03548	550.0
K10940	0.0
K02236	668.0
K02237	22714.0
K02234	0.0
K02232	24066.0
K02233	25804.0
K02230	5439.0
K02231	46905.0
K06359	0.0
K02238	33052.0
K02239	0.0
K03723	22697.0
K03722	2050.0
K03721	550.0
K03720	550.0
K03727	8.0
K03726	1.0
K03725	0.0
K03724	528.0
K06358	0.0
K12673	0.0
K12679	0.0
K12678	0.0
K06410	14168.0
K11898	119.0
K11899	0.0
K11896	421.0
K11897	120.0
K11894	1.0
K11895	420.0
K11892	170.0
K11893	147.0
K11890	64.0
K11891	170.0
K08762	0.0
K08764	0.0
K08765	0.0
K10418	0.0
K11325	0.0
K11326	0.0
K11327	0.0
K11328	0.0
K11329	0.0
K00151	1.0
K00150	1.0
K00153	7.0
K00400	0.0
K00407	100.0
K00406	100.0
K00405	101.0
K00404	101.0
K00158	117.0
K01342	0.0
K09388	0.0
K09386	16.0
K09384	1082.0
K04094	6101.0
K04095	7736.0
K04096	35547.0
K04097	20.0
K04090	18.0
K04091	157.0
K04092	86.0
K04093	0.0
K04098	0.0
K04099	0.0
K01578	17.0
K01579	22440.0
K01574	1.0
K01575	526.0
K01576	0.0
K01577	0.0
K01571	20888.0
K01572	24646.0
K01573	4096.0
K02009	3190.0
K02008	59639.0
K02005	37678.0
K02004	207169.0
K02007	6998.0
K02006	88913.0
K02001	3455.0
