# sample	original read count	reads mapping to OTU with taxonomy	reads mapping to unclassifed OTU
G75090	83350	74530	952
G75091	37827	35214	198
G75092	49786	44670	570
G75093	33537	30667	119
G75094	62253	57418	676
G75095	52292	48044	363
G75096	6311	5811	1
G75097	52231	48376	304
G75098	54099	50546	351
G94626	81511	67135	1538
G75136	66477	60101	745
G94624	96046	78974	468
G75142	38701	35008	94
G75143	36422	34426	40
G75140	55969	51446	380
G75134	57784	52232	170
G75146	25163	23035	18
G74948	5817	5080	124
G75144	51812	46003	1354
G94632	117240	95031	670
G74945	10611	8704	1339
G94622	167925	135312	4666
G74947	6035	5337	160
G94635	98725	81606	383
G94639	56240	46478	198
G94638	57712	46962	52
G94623	35018	29448	17
G74958	8250	7268	582
G94621	55365	46523	136
G94634	44305	37176	511
G94628	160773	128998	1876
G94637	86098	71487	119
G94629	125008	103446	160
G91868	30385	23124	139
G91867	5099	3836	178
G91866	6060	4361	23
G93128	65962	62926	419
G93129	34856	33176	68
G93124	39965	38236	131
G93125	54154	51773	364
G93126	77724	71045	623
G93127	26128	25355	68
G93120	49053	46121	227
G93121	47256	45203	129
G93123	61058	58669	239
G108845	12621	11228	31
G96317	19687	16684	25
G96313	52759	41248	824
G108829	5822	4445	679
G95979	2905	1377	10
G95978	19734	8898	262
G95975	3629	1834	50
G95974	4663	2406	34
G95977	1725	859	7
G95976	4464	1846	30
G95971	557203	286076	3976
G95970	131222	63886	2221
G95973	15437	8298	117
G95972	8294	3621	66
G94745	74039	61607	280
G90248	42531	37592	232
G90249	154892	141097	186
G90241	61259	55129	424
G94746	86794	69126	109
G94558	35575	30580	245
G94559	47001	42389	196
G90296	4001	3550	43
G94550	70643	63174	51
G94551	55068	48015	533
G94552	43231	39566	37
G94553	58123	51310	835
G94554	29348	26369	135
G94555	57423	50566	36
G94556	40831	37325	297
G94557	52963	46961	220
G104212	24537	16749	125
G94735	90681	73037	251
G94736	69163	58611	336
G94737	99807	77063	237
G104216	35233	21465	219
G94743	134549	112016	708
G94732	87923	68400	674
G94733	101680	82981	418
G104219	18810	11316	86
G94738	61050	48470	346
G94739	100310	78546	314
G90201_comb	305389	264286	9179
G75089	49453	45686	431
G75088	53567	49678	181
G75087	73409	69163	74
G75086	70827	65603	131
G75085	47937	45076	235
G75084	34735	32328	21
G75083	37417	34619	320
G75082	80728	76901	134
G75081	71626	66609	215
G75080	56151	52518	354
G94456	70468	61832	301
G74978	8285	8103	16
G75150	37876	35096	471
G75153	39311	37033	95
G75152	70463	64107	2073
G75155	41026	38210	907
G75154	33772	30419	271
G75157	44732	41724	376
G94607	95091	78012	824
G94608	104467	78613	1769
G75158	31269	29524	206
G74972	4282	4106	34
G74973	7445	7125	100
G74974	14372	13808	129
G74975	11253	10897	28
G74976	9607	9283	88
G74977	5359	5016	188
G104221	41572	23937	142
G74971	13385	13024	88
G93252	25164	23701	26
G93253	55662	52854	781
G93250	42819	41153	97
G93251	81097	72172	2892
G104227	3538	2345	18
G93138	24725	24045	52
G93133	40941	38254	1054
G90316	12388	10210	950
G93131	36409	34617	19
G104226	29792	20413	246
G93137	40990	38651	194
G93136	47386	45578	102
G93135	37253	34974	626
G93134	63794	60551	127
G75206	48524	44783	75
G90250	7388	6331	178
G74857_comb	1911	1409	5
G74933_comb	10902	9696	42
G75061	54860	49512	93
G75060	53935	49338	65
G75063	43201	37280	3450
G75062	65813	59927	2317
G75065	42318	37433	1212
G75064	50342	44699	188
G90259	10264	9091	23
G94776	158540	129138	460
G90251	154174	122975	2325
G94777	123035	99916	459
G94671	93245	73328	788
G94779	61173	49112	42
G94757	85822	71401	370
G74881	11639	9844	1144
G94754	69272	54741	897
G94547	46922	41773	208
G94546	43038	38044	456
G94545	83783	75129	300
G94544	61944	55251	129
G94543	101225	87309	2213
G94542	75326	68400	1406
G94541	92496	82766	188
G94540	31799	29064	121
G94549	53290	48929	199
G94548	70649	63643	1029
G94723	106501	85369	1291
G94722	52898	34693	281
G94721	218104	181327	1054
G94720	128984	102738	380
G94727	199233	153707	2463
G94726	146154	111689	1938
G94725	150909	119252	504
G94724	68914	53751	23
G94729	164005	131789	66
G94728	74019	60624	329
G94753	140291	103508	32
G94750	153276	122087	6895
G74967	9992	9751	41
G74966	11743	11320	113
G74965	24957	23591	248
G74964	10510	10134	76
G74963	18284	17638	81
G74962	20357	19422	316
G74961	18535	17678	348
G74968	8811	8467	33
G108847	5724	3883	555
G104179	46770	2189	9968
G108844	2370	2036	62
G108843	43766	40712	34
G108842	2373	2150	51
G108841	91767	82362	780
G94618	73397	38891	1171
G75164	32790	30503	202
G75165	39311	36646	88
G75166	42453	38904	106
G75167	51921	48038	144
G75160	45149	39547	1598
G94612	60025	50913	60
G75162	59350	54249	244
G108848	6554	5802	48
G75216	53261	45589	2568
G75214	38908	36208	71
G75215	51051	47933	72
G75212	45894	39915	2253
G75213	36779	34296	307
G75210	67761	61020	1192
G75211	68274	61439	204
G75218	75945	70120	442
G75219	64516	59771	122
G75186	52908	49248	836
G75187	40498	37297	831
G75184	44140	40425	538
G75185	48408	43521	1112
G75182	42895	39434	249
G75183	90954	85212	561
G75180	56111	50650	837
G75181	49787	45962	246
G75188	46353	41956	121
G75189	34607	31257	213
G104292	13976	10389	45
G93245	22256	21260	31
G93244	25039	23705	10
G93247	27010	25754	309
G93241	54860	52321	243
G93240	34198	31702	1255
G93243	45852	44084	51
G93242	31005	29329	35
G104296	116786	70012	1960
G93249	38919	37304	116
G93248	55769	53057	353
G92916	31009	19621	871
G74942_comb	6185	4790	7
G92914	31180	18523	28
G92915	13631	7413	94
G92912	39423	25230	261
G92913	2970	1942	22
G92918	51091	28847	778
G92919	40944	26083	247
G74950_comb	14751	11785	335
G94758	82039	65510	259
G96289	69723	51819	684
G96280	50934	36039	780
G96285	105449	80324	6638
G95957	7802	3615	257
G95956	1806	931	5
G95955	6669	3258	25
G95953	7238	3495	15
G95952	2105	972	3
G95951	4532	2235	74
G95950	7622	3516	26
G95959	553218	268382	4490
G96119	750174	365918	15726
G96112	234628	114636	250
G96113	92953	48848	277
G96110	609505	295763	2879
G96111	3080	1525	3
G96117	4465	2323	27
G96114	3349	1563	45
G96115	7090	3251	12
G94532	19887	17870	47
G94533	16698	15100	80
G94531	22039	19398	380
G94536	31423	27316	63
G94537	55902	49773	741
G94534	36408	32893	44
G94535	42485	38355	140
G94538	55614	50100	298
G94539	58609	51595	557
G96026	9925	4522	151
G96027	2592	1275	7
G96024	7218	3710	35
G96025	1550	806	1
G96022	8298	4105	133
G96023	104621	47344	254
G96020	221236	77135	12517
G96021	119413	55106	185
G96028	80808	36632	248
G96029	2023	993	6
G90281	67045	56584	607
G90284	27747	24809	127
G90285	221057	192703	3494
G90287	11973	10474	207
G90288	114736	102279	372
G94286	58615	32999	348
G94280	70683	38172	1272
G104243	9869	6754	69
G94448	69659	61022	650
G94449	40785	35895	259
G94446	45578	40648	110
G94447	63015	56144	121
G94444	22559	20038	12
G94445	21605	18929	18
G94442	56610	48839	387
G94443	42768	38036	472
G94440	55760	49523	571
G94441	49357	43902	188
G108833	162051	140764	1421
G74913	10039	9007	17
G74910	2211	1945	24
G74911	10113	8593	724
G74916	9479	8472	334
G74917	3951	3395	171
G74914	11567	10030	791
G74915	11385	10296	373
G74918	6614	5953	260
G74919	10776	9963	271
G108854	9364	8506	54
G108855	1119035	960105	22666
G108856	12990	11437	368
G94669	65935	56225	300
G108850	9878	8886	294
G108851	52649	47763	704
G108852	123284	112889	1855
G108853	10587	9304	406
G94662	100717	83803	469
G75172	40792	37448	70
G94660	162262	127576	7384
G94661	81430	60946	177
G94666	100914	82556	492
G75176	26994	25094	106
G75175	25462	23500	85
G75174	54681	50499	676
G75205	51333	46628	704
G75204	51725	46556	656
G75207	33737	30217	679
G94683	74365	58560	781
G75201	42797	40478	55
G75203	32138	30017	361
G75202	43837	40532	94
G75209	42116	39771	459
G75208	48647	43865	87
G75195	28292	25618	136
G75194	45198	41358	48
G75197	38892	36193	196
G75196	27018	23572	191
G75191	59178	56250	70
G75190	37250	34836	161
G75193	70346	65059	485
G75192	35176	32730	497
G75199	45176	42079	9
G75198	61191	56948	244
G94339	32165	18850	181
G74939_comb	8181	5922	780
G91835	7892	6038	74
G91836	7424	6055	34
G91837	9841	7493	124
G91832	3761	2813	53
G91833	4609	3695	48
G96298	65961	43112	3288
G96293	18167	15545	21
G96295	27597	23633	221
G96109	373693	186818	1712
G96108	35198	15999	32
G96101	17562	8491	155
G96100	107044	52284	132
G96103	4233	2066	17
G96102	5478	2541	7
G96105	283670	115596	872
G96104	276153	150462	1359
G96107	659628	332796	4538
G94521	71441	60214	3016
G94520	88434	77746	589
G94523	52855	46918	570
G94522	42207	38134	51
G94525	26084	23044	10
G94524	19843	17784	67
G94527	90598	79043	1444
G94526	95151	75509	6761
G94529	49620	43339	548
G94528	43357	39278	60
G104276	130115	83940	1083
G96034	5545	2692	20
G96036	8817	4955	52
G96031	49910	24740	49
G96030	105113	50224	230
G96033	230774	114173	2004
G96032	7632	3465	64
G94752	85668	71415	74
G96039	42542	21512	29
G96038	6090	3177	12
G75002	19252	17950	747
G94619	120071	92379	278
G94751	97408	78477	154
G94617	116137	97597	348
G104172	17844	10588	531
G94615	85916	71005	745
G104274	95566	61085	318
G94299	177252	87998	715
G94298	195344	102565	410
G90299	7156	5690	235
G90298	49905	44520	1050
G90297	1663	1307	12
G94292	184731	96859	3710
G94297	154928	83451	4353
G90292	14926	13534	24
G94295	102769	48106	689
G90290	21916	19540	87
G94459	40610	36339	305
G94458	74821	66273	804
G94455	41070	36774	296
G94454	72791	64936	618
G94457	21637	19198	101
G75008	11559	11133	38
G94451	46543	41771	59
G104275	133037	83878	506
G94453	79077	67578	2574
G94452	31990	28787	116
G94277	175281	78605	2924
G94276	209650	106314	1943
G94273	46302	25875	333
G94279	49614	25036	1146
G94278	187138	107930	1230
G74902	10438	8672	785
G74904	3563	3263	25
G74907	1645	1473	25
G74906	12626	11746	44
G108861	101177	91952	2517
G108860	1198410	1020865	30696
G108863	221031	198148	4947
G108862	14266	13293	21
G108864	103446	92123	1622
G108867	1985	1819	5
G108866	2684	2441	15
G108869	5205	4809	14
G108868	434876	395151	5257
G94673	75311	62505	54
G94672	65211	50534	58
G94675	147887	118440	762
G94674	86756	70720	297
G94677	137838	114133	2055
G94676	77889	58939	157
G74839	6777	5067	21
G74838	15231	12068	177
G74835	9170	6932	550
G74832	2571	1915	289
G104273	27536	16521	612
G93145	64579	60767	1147
G92930	33198	23489	227
G92932	28839	19681	91
G92933	29672	20024	41
G92934	38692	25935	335
G92936	31913	21627	213
G92937	40628	28188	69
G92938	43143	27771	111
G92939	34173	24064	169
G75053	126736	117431	1050
G96359	49156	34562	6716
G93188	51488	49044	188
G93189	40772	38963	98
G93182	48006	44673	1497
G96351	97026	64044	3961
G93180	40423	38894	358
G96353	136404	92300	8535
G96354	32894	27476	404
G93187	32009	30403	229
G93184	58726	56028	156
G93185	27308	25867	426
G96134	294338	130289	1580
G96130	172928	87899	322
G96131	255894	125547	923
G96132	376118	199746	738
G96133	276668	141787	305
G90194	407233	364107	2898
G90195	12617	9438	517
G90190	5259	4504	178
G90191	312570	265078	15998
G90193	113551	101058	1355
G94518	19506	17421	32
G94519	23642	21331	109
G94514	45283	40792	150
G94515	39270	35874	68
G94516	20380	18215	15
G94517	54179	48898	122
G94510	17863	15821	86
G94511	62094	56142	189
G94513	18409	16038	22
G96000	98452	46400	237
G96001	3898	1857	58
G96002	5437	2549	13
G96003	181095	93280	387
G96005	429724	202863	1429
G96006	7560	4168	6
G96007	1908	880	8
G96008	2469	1271	1
G94468	42568	37630	126
G94469	32278	28621	128
G94460	55398	48912	305
G94461	45949	41300	348
G94462	7575	6956	83
G94463	48535	43568	234
G94464	19681	17291	52
G94465	68402	60649	266
G94466	83349	70674	4489
G75178	36410	32640	407
G93183	64277	61521	121
G96352	523866	414846	6185
G94644	155484	121151	357
G94645	90218	70868	343
G94646	125130	101166	488
G90175	122319	105847	2985
G94640	122899	101821	106
G90173	429689	387579	2527
G90170	349888	287676	23274
G94643	88052	71184	113
G74935	2674	2421	20
G74936	5677	5155	85
G94648	71686	61667	474
G94649	13850	9916	107
G96355	1772	1437	18
G108874	96666	85802	2769
G108875	32926	24178	5056
G108872	6083	5436	12
G108873	6685	6041	98
G108870	140633	123933	2918
G108871	4622	3994	49
G75223	36139	32561	58
G75222	54697	50336	321
G75221	36859	34787	23
G75220	65853	61065	56
G93218	23938	22799	209
G93219	23143	21864	295
G93212	32138	29129	46
G93213	16042	15393	11
G93216	54260	51809	381
G93217	45910	43710	157
G93214	31292	29713	208
G93215	42807	40595	442
G92929	38897	25094	121
G92928	30825	22270	42
G92927	37619	26470	566
G92926	46743	31699	55
G92925	40886	25823	48
G92924	42375	27442	827
G92923	37131	22754	29
G92921	43783	24859	100
G75170	46992	44726	119
G75177	36266	33526	99
G96342	15834	11435	645
G96340	108720	80481	805
G93199	36348	34828	57
G93198	38294	36945	162
G93190	47534	45743	76
G93193	22408	21630	34
G93195	54143	51857	86
G93194	42037	40150	144
G93197	36562	35218	81
G93196	48563	46355	129
G96123	227416	112456	208
G96122	377358	176702	1165
G96121	21333	9686	256
G96120	168410	84913	1555
G96127	413767	195376	1554
G96126	2109	975	4
G96125	1919	1017	4
G96124	310891	150622	944
G96129	271913	146724	471
G96128	197180	98508	513
G90189	335383	297822	5254
G90187	376697	327767	10205
G90186	129029	116488	1205
G94509	44055	39228	49
G94508	98840	88026	353
G94503	48438	43166	274
G94502	90033	80271	237
G94501	27716	25005	97
G94500	32251	28225	623
G94507	35630	31722	44
G94506	61419	53151	3120
G94505	30038	27184	148
G94504	35087	31690	106
G96019	267309	128511	397
G96018	257931	130968	4476
G96017	8337	4320	7
G96016	11544	6121	22
G96015	166367	87679	675
G96014	6968	3397	26
G96013	36437	18151	20
G96012	156060	76770	767
G96011	9353	4739	111
G96010	240392	115512	1428
G75041	56006	51865	181
G104189	33727	20497	234
G94477	33174	30316	135
G94476	82953	74304	929
G94475	29006	25982	83
G94474	59263	53085	240
G94473	23080	20488	75
G94472	36579	33215	70
G94471	40193	34568	707
G94470	53673	46023	1188
G94479	57863	52183	287
G94478	52530	47394	131
G75040	38509	33633	1905
G75038	26703	24997	274
G75039	28503	26065	473
G75037	29318	27254	138
G94255	2554	1278	2
G75032	12072	11689	67
G75033	9613	9146	244
G75030	8678	8294	141
G75031	23098	22355	196
G94653	38113	30700	64
G94652	57238	46901	230
G90167	52109	46371	1003
G94650	73597	61799	183
G94657	175144	143945	1833
G94656	111939	88003	1427
G94655	105143	81598	664
G94654	52878	41919	533
G74923	1795	1633	11
G94659	114908	92399	875
G94658	44935	38297	99
G74927	11988	10800	322
G90168	72547	63745	915
G74925	3786	3253	71
G74924	9110	8300	42
G94636	107285	84981	548
G94631	168086	135029	868
G94630	44008	37068	49
G94633	93794	78959	388
G75145	33581	30359	556
G75066	34025	30957	74
G75168	34396	31857	80
G75148	45024	40970	213
G75149	37882	35865	46
G75169	37198	34370	298
G93209	11623	10956	157
G93208	37286	34349	923
G93201	46610	43525	483
G93200	36263	35050	174
G93203	46844	44626	74
G93202	52761	50379	370
G93205	32970	31342	578
G93204	57462	54653	135
G93207	60343	57799	124
G93206	47799	45125	93
G75161	36896	34399	286
G92953	40442	27261	51
G92950	52990	34033	410
G92956	61987	37833	389
G92954	37254	23423	1558
G93155	45295	42494	300
G93154	47585	43106	2587
G93151	59521	56957	508
G96306	58251	47875	684
G93152	26098	25078	233
G96332	87587	61509	3761
G96333	25366	16360	3048
G96330	110418	87092	3104
G96336	84556	60337	2703
G96337	45081	30417	2610
G96335	62169	46365	410
G96338	106309	76888	1894
G75163	29610	27434	90
G96246	90849	68641	744
G108858	285794	253488	1349
G96062	108672	56668	367
G96063	3126	1533	64
G96060	105793	47693	218
G96061	373194	193995	3168
G96066	2712	1512	3
G96067	260641	137330	1595
G96064	236545	122118	345
G96065	1577	757	4
G75054	47620	43621	349
G94400	462107	204472	1407
G75055	46661	43655	121
G94406	22849	20355	46
G94407	51589	46304	445
G94404	98143	50307	6549
G94405	44418	22654	750
G94408	59319	53448	352
G94409	95313	84577	1967
G94586	52258	45187	2392
G75029	14974	13930	397
G75028	17882	17295	59
G75025	12690	12326	20
G75024	16954	16329	110
G75027	15063	14550	154
G75026	14147	13591	188
G75021	7386	7177	41
G75151	21783	20966	13
G75023	20074	19446	107
G75022	8366	8074	63
G104199	27068	17011	1838
G108818	131139	121116	610
G108819	72254	63801	284
G94318	151145	93651	1056
G94319	85778	48051	2938
G94316	267968	119095	68
G94315	185625	106798	770
G94312	71070	35268	1236
G94311	231568	114193	1083
G94651	163700	137037	442
G74860	2306	1767	6
G74861	11345	8140	391
G74866	12700	10232	39
G74865	10665	8528	50
G74869	4004	3294	9
G75123	59066	53080	1400
G93234	29750	27714	135
G93235	67397	60715	2477
G93236	55063	51955	117
G93230	53415	50148	866
G93231	38314	35894	654
G93232	35950	33734	181
G93233	50610	47923	609
G93238	31077	29893	49
G93239	39249	37194	309
G92948	20810	13225	46
G92941	30276	20379	14
G92940	34399	20475	23
G92943	35133	21445	60
G92942	26337	16147	22
G92945	37921	26038	138
G92944	28202	18854	571
G90308_comb	340239	300976	3252
G94642	162917	127375	4548
G74930	2048	1773	68
G96320	73655	54327	8060
G96322	172398	128529	4527
G96326	76230	65624	357
G96329	19132	14359	146
G108840	1830	1667	6
G75034	40739	38512	370
G94767	93094	72313	420
G104222	33608	19168	63
G75056	58236	54257	844
G104220	7667	4667	30
G75050	40296	36772	363
G96054	49297	28445	87
G94762	58467	47432	315
G104225	38238	26196	560
G96256	108288	88882	1012
G96079	319500	167857	1976
G96078	188365	102734	473
G75067	38579	35681	57
G96071	238231	108393	684
G96070	307791	152722	478
G96073	368774	187479	635
G96072	101037	50326	534
G96075	213761	94628	447
G96074	160991	78651	150
G96077	3083	1650	11
G96076	235403	108893	2278
G94781	116410	94380	533
G94780	81977	57081	5245
G104289	165376	112588	815
G104288	117822	71316	282
G104285	311198	199724	2605
G104284	95280	62037	762
G104286	42139	27971	699
G104283	169585	100999	376
G104282	123408	71938	758
G94411	47965	42406	68
G94410	53427	45171	3274
G94413	60499	52965	881
G94415	104057	91465	682
G94414	73123	65735	148
G94417	46397	42456	38
G94416	105324	94586	990
G94419	56297	49781	884
G94418	23925	21797	145
G75018	8069	7725	69
G75019	12687	12326	82
G108849	194532	171340	2089
G75010	9333	9140	8
G75011	16236	15794	22
G75012	17725	16965	282
G75013	6330	6108	6
G75015	6891	6679	22
G75016	24771	22990	921
G75017	9813	9465	32
G90171_comb	331684	301604	435
G75068	69173	63302	1696
G108825	142363	129262	2143
G108824	2353	1880	157
G108827	5646	5079	174
G108826	129853	113827	1415
G108821	5103	4590	28
G108823	47268	43430	255
G108822	16640	15172	126
G104191	7213	5252	12
G104193	15723	8548	728
G104192	3713	2577	19
G104195	9889	6122	30
G104194	10876	6400	39
G104196	5733	4155	286
G94309	93937	52513	2194
G94304	289320	157343	6236
G94307	183054	92324	1943
G94306	164060	85866	10571
G94301	139766	70460	2167
G94300	250461	150390	6795
G94303	176966	94258	4702
G74871	18664	17091	102
G74873	5253	4852	122
G74875	13364	12001	147
G74874	11837	11120	99
G74877	7572	6433	398
G74876	13025	11683	255
G74879	2456	2221	85
G74878	9599	8918	102
G104267	44416	24571	628
G104265	238419	151351	1617
G74909_comb	3800	2961	52
G104269	15103	9311	363
G104268	104681	67511	645
G93223	57231	54429	322
G93222	29756	28531	15
G93221	43319	41731	59
G93220	31376	29962	65
G93227	75976	69514	1916
G75141	48175	43480	721
G93225	63704	58023	2446
G93224	65128	61827	1003
G93229	14644	13465	17
G93228	21118	20050	13
G92976	41894	28809	306
G92970	32239	21650	69
G92971	44661	31562	745
G92972	35013	24871	20
G92978	47756	31132	143
G75147	40985	37081	126
G94434	99640	81071	1597
G96319	43817	33025	100
G93148	37263	33983	1706
G93149	20663	19834	10
G96314	92146	66235	1206
G93147	49325	47326	182
G94734	133484	111330	4280
G93142	39294	37612	48
G93143	40017	37954	85
G93140	46676	43413	753
G93141	44285	42725	78
G75072	46438	42884	331
G75073	41342	37822	282
G94595	28872	25797	38
G75070	46426	42966	434
G96268	17795	14606	296
G96262	2055	1618	29
G96264	27747	20587	161
G96265	47026	34479	100
G96267	97437	73051	640
G90166_comb	24186	17633	1971
G90318	166307	151125	306
G90319	12511	11162	124
G75071	22372	21140	22
G96044	125587	65802	730
G96046	149042	59097	10427
G96047	102592	44968	133
G96040	25259	12354	29
G96041	46143	21843	320
G96042	10044	4976	54
G96043	302379	138338	831
G75076	51637	45090	1563
G96048	2696	1187	84
G94731	88127	69780	788
G104299	117482	78504	250
G90226	2619	1588	388
G104293	61094	40220	229
G104290	26603	19631	88
G104291	196476	129709	890
G90222	278146	243827	8130
G104297	178442	111320	926
G94428	80781	66752	4644
G94429	2745	2456	1
G94424	67138	61181	78
G94425	61274	53306	1865
G94426	74984	68780	116
G94427	61677	53795	1527
G94420	30474	27342	625
G94421	67118	58709	745
G94422	58189	51613	1093
G94423	63986	54784	1145
G94326	235663	112233	6442
G104187	15358	10592	48
G104184	13330	9200	24
G104185	16049	11329	95
G104182	86183	59292	299
G104183	55048	37877	17
G104181	56025	35214	362
G94288	132182	70448	4963
G104188	2212	1650	8
G94289	301991	148530	1582
G108832	3565	3041	40
G94689	134402	105735	255
G108830	21683	19701	73
G108831	1819	1682	2
G108836	375828	333436	3607
G108837	47741	41154	1965
G108834	6933	6331	73
G108835	11928	7962	745
G94680	68968	56185	166
G94681	170443	135657	61
G94682	93860	69869	4883
G108839	168817	146004	7127
G94684	68173	53233	487
G94685	59583	46821	18
G94686	63404	52195	207
G94687	133256	102374	1156
G94338	55910	30999	1546
G94284	75627	43662	820
G94330	205027	105895	3983
G94332	203646	80426	2866
G94334	159613	65911	720
G94335	91655	44673	824
G74998	18830	18198	60
G74999	14860	14409	64
G74992	19162	18327	149
G74993	11087	10825	26
G74990	4925	4789	8
G74991	16838	16335	76
G74996	11804	11475	14
G74997	14339	13953	22
G74994	23184	22232	207
G74995	18164	17342	254
G74849	4541	3340	13
G74846	7470	5527	7
G74840	11917	9432	10
G74843	10041	8267	219
G94756	138752	116027	471
G75006	14915	14386	67
G75005	6090	5880	8
G94755	136680	112236	3953
G75003	7681	7452	50
G104271	282749	182793	9443
G104272	241068	167634	2188
G75000	18228	17307	383
G104278	279902	195724	1087
G104279	49765	30721	148
G75009	14918	14394	75
G94759	148574	114747	248
G90266_comb	410119	362436	8237
G91895	2478	1875	12
G91898	4823	3559	60
G92963	27622	19368	42
G92961	25927	19397	9
G92960	43118	26971	139
G92967	45824	28399	926
G92965	40800	27885	126
G92969	40096	27376	187
G92968	30123	20158	807
G74981	29770	28852	106
G74980	7439	7202	16
G74983	10983	10666	39
G74982	14118	13638	92
G74985	11161	10726	139
G75103	2939	2627	31
G93181	42564	37727	3006
G74986	6270	6063	36
G75131	67863	61498	959
G93186	24609	23492	43
G75130	8383	7460	188
G93159	25384	24414	76
G96303	121283	102344	415
G96302	51767	41598	453
G93157	59171	55995	321
G93156	40368	37655	1221
G96307	187980	140607	517
G93150	49595	44967	2439
G93153	43533	41523	137
G96304	90192	68165	739
G75007	12792	12368	74
G96276	25016	19586	936
G96273	74251	61641	258
G96272	49644	40507	1237
G90301	1696	1015	144
G90300	63604	55186	1722
G90302	137739	119073	4208
G90304	60316	54007	1102
G96053	168124	90291	193
G96052	4691	2433	51
G96051	148187	70809	236
G96050	401903	188285	1402
G96057	250565	119820	1420
G96056	199626	99533	1642
G96055	250372	121403	153
G104240	50437	33015	198
G96059	371878	185990	1728
G96058	171840	82909	286
G75179	83178	75132	342
G108857	2919	2344	26
G75004	13031	12586	73
G94740	174008	134411	1590
G104247	14918	10575	57
G75075	39096	35067	18
G90239	22384	18437	1783
G94663	144166	113956	1194
G90235	8864	7550	372
G90234	3089	2407	67
G90237	35539	31055	1128
G75171	42410	37768	1064
G90233	2176	1832	76
G94439	69029	60774	111
G94438	55464	48822	353
G94432	43068	38515	69
G94431	73436	65430	98
G94430	41470	37522	229
G94437	49961	41767	75
G94436	32658	29897	14
G94435	19029	16683	427
G108859	12398	10409	770
G94664	109795	85896	751
G94665	199178	167109	683
G94679	103152	78997	85
G94697	99860	80729	45
G94696	281927	226770	1622
G94695	81723	66654	56
G94694	177281	133785	229
G94693	211739	176913	836
G94692	185370	136242	472
G94691	187382	145891	3646
